Protein Group Name,Representative Protein Description,Total Amino Acids,Sequence Coverage (%),Sequence Coverage Unshared only (%),Sequence Redundancy (%),Numbers of Proteins,# of PSMs,# of Unique Peptides,# Shared Peptides,# PSMs in Experiment,# Unique Seq in Experiment,# Shared Peptides in Experiment,P-Score,# Quantified PSMs,# Quantified Peptides,WT_0Min_(TMT 126C PCN),WT_0Min_(TMT 127N PCN),_Env_0Min_(TMT 127C PCN),_Env_0Min_(TMT 128N PCN),WT_5Min_(TMT 128C PCN),WT_5Min_(TMT 129N PCN),_Env_5Min_(TMT 129C PCN),_Env_5Min_(TMT 130N PCN),_Genome_5Min_(TMT 130C PCN),_Genome_5Min_(TMT 131N PCN),Uniprot IDs,Gene Names
PG253013,sp|P50148|GNAQ_HUMAN Guanine nucleotide-binding protein G(q) subunit alpha OS=Homo sapiens GN=GNAQ PE=1 SV=4,359,42.34,40.11,0,1,30,13,1,11,8,0,7.36E-180,10,8,160741.5654,153859.7015,152529.7557,149905.1136,139441.3733,141026.6668,134779.3824,138725.3542,147416.1615,146179.0191,P50148,GNAQ
PG242126,sp|P22830-2|HEMH_HUMAN Isoform 2 of Ferrochelatase; mitochondrial OS=Homo sapiens GN=FECH,429,34.73,34.73,3.497,2,36,12,0,11,10,0,5.45E-179,10,9,199664.231,192808.3579,184261.5834,192156.5199,168860.1513,160628.1757,157345.8161,165213.384,150403.7554,156426.2443,P22830|P22830-2,FECH
PG242610,sp|O15111|IKKA_HUMAN Inhibitor of nuclear factor kappa-B kinase subunit alpha OS=Homo sapiens GN=CHUK PE=1 SV=2,745,15.57,15.57,2.416,1,36,14,0,10,10,0,2.80E-169,10,10,239182.1508,237309.9043,236449.7642,220718.9676,214221.5579,206924.3194,202785.8331,204589.719,195991.9964,199800.5564,O15111,CHUK
PG249509,sp|Q07021|C1QBP_HUMAN Complement component 1 Q subcomponent-binding protein; mitochondrial OS=Homo sapiens GN=C1QBP PE=1 SV=1,282,47.16,47.16,12.77,1,50,10,0,10,5,0,1.61E-164,10,5,100936.5066,120726.2704,105310.078,100997.2114,88621.96235,98999.68405,84052.32236,89162.62198,77698.7583,86876.45547,Q07021,C1QBP
PG247354,sp|P61088|UBE2N_HUMAN Ubiquitin-conjugating enzyme E2 N OS=Homo sapiens GN=UBE2N PE=1 SV=1,152,61.18,61.18,24.34,1,55,11,0,10,8,0,4.13E-161,10,8,109917.8381,112923.545,138176.4221,118222.1994,125683.3435,139543.2734,139205.6409,128505.4523,136325.3263,121533.2354,P61088,UBE2N
PG250761,sp|P13073|COX41_HUMAN Cytochrome c oxidase subunit 4 isoform 1; mitochondrial OS=Homo sapiens GN=COX4I1 PE=1 SV=1,169,43.79,43.79,21.89,1,62,10,0,10,8,0,8.77E-158,10,8,132973.5153,132564.075,140770.1323,136674.7902,129692.6911,130430.6638,137595.7477,129803.5818,130119.1799,126496.8638,P13073,COX4I1
PG249021,sp|P59998-3|ARPC4_HUMAN Isoform 3 of Actin-related protein 2/3 complex subunit 4 OS=Homo sapiens GN=ARPC4,187,63.1,63.1,5.882,3,52,10,0,10,7,0,5.23E-142,10,7,150284.6028,144071.304,150572.5248,132524.8777,137790.9828,149811.1616,132563.1909,141496.3768,145775.821,143683.0045,P59998|P59998-3|F8WCF6,ARPC4|ARPC4-TTLL3
PG252749,sp|Q92820|GGH_HUMAN Gamma-glutamyl hydrolase OS=Homo sapiens GN=GGH PE=1 SV=2,318,30.5,30.5,3.774,1,25,9,0,10,7,0,1.65E-131,10,7,214567.6036,222233.8594,223932.9922,204984.8519,203521.5458,237301.504,201290.8093,200729.5346,195507.0727,197422.9275,Q92820,GGH
PG246725,sp|P57088|TMM33_HUMAN Transmembrane protein 33 OS=Homo sapiens GN=TMEM33 PE=1 SV=2,247,32.39,32.39,3.644,1,33,9,0,10,8,0,2.20E-112,10,8,134726.6762,123723.5863,125468.9372,137145.8751,127968.8952,118662.476,134860.5405,120314.0132,128432.0256,120525.5447,P57088,TMEM33
PG251424,sp|O75165|DJC13_HUMAN DnaJ homolog subfamily C member 13 OS=Homo sapiens GN=DNAJC13 PE=1 SV=5,2243,17.3,17.3,0.4012,1,60,33,0,11,11,0,0,11,11,134190.0801,128764.1737,119517.8533,121991.4794,111248.669,110695.041,106045.3473,119834.943,110837.2206,111275.2183,O75165,DNAJC13
PG244237,sp|O60287|NPA1P_HUMAN Nucleolar pre-ribosomal-associated protein 1 OS=Homo sapiens GN=URB1 PE=1 SV=4,2271,18.67,18.41,1.805,1,71,33,1,14,12,1,0,11,11,118717.9611,123293.3658,105809.6303,133779.8842,115240.2866,95327.38398,118340.8705,115797.4366,114453.8867,107703.7401,O60287,URB1
PG248637,sp|P63010-2|AP2B1_HUMAN Isoform 2 of AP-2 complex subunit beta OS=Homo sapiens GN=AP2B1,951,43.95,27.23,6.309,2,107,37,18,19,18,8,0,11,10,146637.9876,144048.0361,150099.945,130744.4046,126631.0665,133935.269,125004.9719,130396.7229,124444.2899,128405.563,P63010|P63010-2,AP2B1
PG247707,sp|Q15061|WDR43_HUMAN WD repeat-containing protein 43 OS=Homo sapiens GN=WDR43 PE=1 SV=3,677,39.29,39.29,11.37,1,101,25,0,11,11,0,0,11,11,162406.1043,175934.746,153185.0304,148111.7147,150674.4287,152954.8233,147152.2626,143438.9047,156329.8971,157313.4396,Q15061,WDR43
PG264205,tr|H3BTN5|H3BTN5_HUMAN Pyruvate kinase (Fragment) OS=Homo sapiens GN=PKM PE=1 SV=1,485,78.35,21.24,35.26,1,469,49,36,66,31,23,0,11,8,196515.2466,201472.5212,204191.7894,170683.4231,183078.873,191323.351,195646.7943,214526.9559,183055.1574,207538.528,H3BTN5,PKM
PG249880,sp|Q14444|CAPR1_HUMAN Caprin-1 OS=Homo sapiens GN=CAPRIN1 PE=1 SV=2,709,33,33,6.347,2,90,24,0,12,11,0,0,11,10,295866.0629,281255.0489,280867.1688,255337.2836,274860.1515,277263.6597,265482.7945,270262.6843,258762.7646,280352.1799,Q14444|Q14444-2,CAPRIN1
PG267875,tr|A0A087X0X3|A0A087X0X3_HUMAN Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens GN=HNRNPM PE=1 SV=1,730,77.67,18.9,23.15,1,406,65,49,45,36,28,0,11,8,227885.9165,210478.6824,214163.7172,179377.7271,189084.0111,190352.4384,187472.9064,198265.1461,196915.0417,193633.901,A0A087X0X3,HNRNPM
PG254480,tr|E5KLJ5|E5KLJ5_HUMAN Dynamin-like 120 kDa protein; mitochondrial OS=Homo sapiens GN=OPA1 PE=1 SV=1,1015,33.3,33.3,5.222,4,66,31,0,11,11,0,0,11,11,149094.6303,150205.4392,132421.67,133440.9594,131675.8593,133029.0245,123047.0586,126171.4251,124514.6412,130421.1013,O60313-2|E5KLK1|E5KLJ5|E5KLJ9,OPA1
PG249086,sp|P23634|AT2B4_HUMAN Plasma membrane calcium-transporting ATPase 4 OS=Homo sapiens GN=ATP2B4 PE=1 SV=2,1241,24.9,16.12,5.963,4,58,28,10,14,12,2,0,11,9,137472.5742,128008.3031,124842.9077,138633.6493,130381.676,137725.1302,126041.5798,131051.3501,124233.912,141407.5472,P23634|P23634-6|P23634-7|P23634-8,ATP2B4
PG246117,sp|Q9H2G2|SLK_HUMAN STE20-like serine/threonine-protein kinase OS=Homo sapiens GN=SLK PE=1 SV=1,1235,29.64,28.91,2.267,2,91,32,1,11,11,0,0,11,11,216327.2918,213464.7552,203570.8117,216549.7757,229176.3734,222536.3378,219226.5484,215452.668,223493.7801,229329.8611,Q9H2G2|Q9H2G2-2,SLK
PG251145,sp|Q01780|EXOSX_HUMAN Exosome component 10 OS=Homo sapiens GN=EXOSC10 PE=1 SV=2,885,50.28,50.28,1.695,1,84,35,0,13,10,0,0,11,10,73847.26309,71196.37923,66345.37483,79603.89967,79260.24186,64257.20014,81428.41002,81309.6339,87887.56462,80894.00899,Q01780,EXOSC10
PG249906,sp|Q14692|BMS1_HUMAN Ribosome biogenesis protein BMS1 homolog OS=Homo sapiens GN=BMS1 PE=1 SV=1,1282,26.29,26.29,2.106,1,79,28,0,11,10,0,0,11,10,146831.5266,147585.5816,127078.5716,153802.105,156524.9299,129282.0329,142088.1218,154352.9296,159245.761,143494.3455,Q14692,BMS1
PG255362,sp|Q99729-3|ROAA_HUMAN Isoform 3 of Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens GN=HNRNPAB,285,65.96,62.46,35.79,1,103,26,2,12,8,0,0,11,8,153468.1926,172682.1097,263948.6231,212454.1162,232321.2728,228156.2824,257610.7161,192933.2574,260628.631,208593.004,Q99729-3,HNRNPAB
PG247942,sp|P27348|1433T_HUMAN 14-3-3 protein theta OS=Homo sapiens GN=YWHAQ PE=1 SV=1,245,78.78,60.82,25.31,1,157,25,9,21,13,4,0,11,9,265134.3338,276600.6316,268818.165,235570.2037,216155.537,236550.2563,232218.1358,241557.4753,232244.3312,237507.7575,P27348,YWHAQ
PG252528,sp|Q96I24|FUBP3_HUMAN Far upstream element-binding protein 3 OS=Homo sapiens GN=FUBP3 PE=1 SV=2,572,54.02,49.48,7.517,1,111,25,5,17,14,3,0,11,10,210253.6764,212375.0439,195551.7804,183892.0925,175575.5537,192601.3909,175418.2733,182403.0551,183074.0463,176908.0541,Q96I24,FUBP3
PG245782,sp|Q14683|SMC1A_HUMAN Structural maintenance of chromosomes protein 1A OS=Homo sapiens GN=SMC1A PE=1 SV=2,1233,54.66,54.66,4.055,1,149,62,0,11,11,0,0,11,11,173786.9699,169752.794,165737.2808,186279.0827,186464.4396,154674.3959,181276.9151,172712.7868,183784.1005,187597.0904,Q14683,SMC1A
PG253350,sp|Q9NX58|LYAR_HUMAN Cell growth-regulating nucleolar protein OS=Homo sapiens GN=LYAR PE=1 SV=2,379,49.08,49.08,21.37,1,78,23,0,11,10,0,0,11,10,133994.001,126344.065,123179.409,160323.2841,150035.1658,128330.3033,147329.0679,150462.7274,149121.518,157690.814,Q9NX58,LYAR
PG250839,sp|Q9BZJ0|CRNL1_HUMAN Crooked neck-like protein 1 OS=Homo sapiens GN=CRNKL1 PE=1 SV=4,848,29.6,29.6,8.255,4,74,27,0,11,11,0,0,11,11,150226.9286,142468.7495,134453.4061,151422.2593,139018.6031,127221.4869,129591.7521,140097.3253,135908.1598,132682.1446,Q9BZJ0|Q9BZJ0-2|Q9BZJ0-3|Q5JY65,CRNKL1
PG247160,sp|P11387|TOP1_HUMAN DNA topoisomerase 1 OS=Homo sapiens GN=TOP1 PE=1 SV=2,765,55.29,51.9,10.07,1,147,45,4,15,13,3,0,11,10,137046.3013,141168.6507,126154.5016,181194.7163,185797.1634,142836.1794,184175.0517,175913.0398,173854.0985,159724.655,P11387,TOP1
PG250628,sp|O76031|CLPX_HUMAN ATP-dependent Clp protease ATP-binding subunit clpX-like; mitochondrial OS=Homo sapiens GN=CLPX PE=1 SV=2,633,41.39,32.54,8.373,1,58,23,6,13,13,2,0,11,11,198786.7625,189482.6247,183872.965,176069.1008,172349.2309,179186.4108,175058.2037,171653.5732,171394.5764,180213.3174,O76031,CLPX
PG244201,sp|P55160|NCKPL_HUMAN Nck-associated protein 1-like OS=Homo sapiens GN=NCKAP1L PE=1 SV=3,1127,27.68,27.68,3.283,1,58,28,0,11,9,0,0,11,9,139424.2612,152342.3505,141692.1753,157714.9689,131247.7552,140015.6097,128298.1658,132868.8193,129705.3747,140581.987,P55160,NCKAP1L
PG245384,sp|P35251|RFC1_HUMAN Replication factor C subunit 1 OS=Homo sapiens GN=RFC1 PE=1 SV=4,1148,40.59,40.59,9.408,2,166,51,0,11,11,0,0,11,11,188496.5635,182936.6228,166206.2537,212928.1829,231543.4756,171330.4365,222912.4587,214367.2043,232824.5754,215729.5521,P35251|P35251-2,RFC1
PG242622,sp|P19367-3|HXK1_HUMAN Isoform 3 of Hexokinase-1 OS=Homo sapiens GN=HK1,921,38.33,33.33,8.252,4,85,39,6,12,12,1,0,11,11,161210.093,161030.0023,161185.627,177287.5757,159572.1455,161260.4914,156784.6591,155494.6392,144287.7326,150772.7855,P19367|P19367-2|P19367-3|P19367-4,HK1
PG255927,sp|Q9NTJ5|SAC1_HUMAN Phosphatidylinositide phosphatase SAC1 OS=Homo sapiens GN=SACM1L PE=1 SV=2,587,47.87,47.87,1.874,1,70,23,0,11,10,0,0,11,10,200600.8903,185478.5241,191360.9643,198735.6811,182427.8318,169236.319,184062.6449,173336.5548,168045.102,172951.3526,Q9NTJ5,SACM1L
PG255077,sp|O43395|PRPF3_HUMAN U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens GN=PRPF3 PE=1 SV=2,683,50.81,50.81,17.86,1,97,36,0,11,11,0,0,11,11,83070.82139,77277.01427,71637.43287,93356.77376,105788.2233,82659.98993,96960.67115,103396.3458,106638.2559,96644.57833,O43395,PRPF3
PG251856,sp|Q96G46|DUS3L_HUMAN tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like OS=Homo sapiens GN=DUS3L PE=1 SV=2,650,47.85,47.85,8.923,1,72,25,0,11,10,0,0,11,10,113663.3083,106467.1904,100946.5977,106801.7756,108818.5448,109407.9756,103969.043,102395.5589,100843.4863,107739.2989,Q96G46,DUS3L
PG253230,sp|O75367|H2AY_HUMAN Core histone macro-H2A.1 OS=Homo sapiens GN=H2AFY PE=1 SV=4,372,60.48,53.49,11.56,3,135,22,2,13,10,2,0,11,8,229976.1278,211395.9831,182649.7352,254683.0926,246278.8068,165445.6163,244602.4215,238993.2866,243092.8042,223373.9655,O75367|O75367-2|O75367-3,H2AFY
PG249695,sp|P52907|CAZA1_HUMAN F-actin-capping protein subunit alpha-1 OS=Homo sapiens GN=CAPZA1 PE=1 SV=3,286,81.12,70.98,35.31,1,89,21,5,15,13,4,4.94065645841247E-323,11,9,199036.3671,196216.4501,198143.9222,179125.7855,175522.8988,191023.517,178725.2312,186050.3777,177564.5372,182124.3595,P52907,CAPZA1
PG246440,sp|P23258|TBG1_HUMAN Tubulin gamma-1 chain OS=Homo sapiens GN=TUBG1 PE=1 SV=2,451,52.33,52.33,18.85,1,71,22,0,11,11,0,2.455506259831E-321,11,11,99072.23965,99237.86923,100639.0031,89557.53819,92477.28805,95848.31844,93028.39794,95794.27463,91371.62916,92534.26654,P23258,TUBG1
PG251775,sp|P09622|DLDH_HUMAN Dihydrolipoyl dehydrogenase; mitochondrial OS=Homo sapiens GN=DLD PE=1 SV=2,509,49.12,49.12,9.234,1,87,21,0,11,8,0,5.06466693551862E-320,11,8,187309.3473,181947.6224,177285.5853,180453.9965,153411.6834,156906.7555,149674.9725,161812.1934,144544.9211,149580.8055,P09622,DLD
PG251434,tr|J3KNN5|J3KNN5_HUMAN Probable ATP-dependent RNA helicase DDX41 (Fragment) OS=Homo sapiens GN=DDX41 PE=1 SV=1,640,41.56,41.56,4.375,2,59,23,0,12,11,0,2.80248164598626E-317,11,10,203399.8413,213589.4519,192480.5924,195463.0359,189731.9581,198033.9376,176563.8949,185347.6561,178501.9074,189062.0153,Q9UJV9|J3KNN5,DDX41
PG250949,sp|Q93034|CUL5_HUMAN Cullin-5 OS=Homo sapiens GN=CUL5 PE=1 SV=4,780,31.15,31.15,2.436,1,55,23,0,11,9,0,5.67957135464598E-316,11,9,123198.9643,124570.552,118555.1983,116498.2404,123665.3619,129103.0337,120709.0465,125449.5775,118959.5916,125702.5793,Q93034,CUL5
PG256215,sp|Q96B97|SH3K1_HUMAN SH3 domain-containing kinase-binding protein 1 OS=Homo sapiens GN=SH3KBP1 PE=1 SV=2,665,46.92,46.92,10.68,3,46,24,0,11,11,0,8.35867191375232E-316,11,11,109816.6052,107721.1357,101186.4412,103822.9961,102069.2237,109611.3183,101160.8357,99960.16933,104424.612,105988.1572,Q96B97|Q96B97-2|Q5JPT2,SH3KBP1
PG250790,sp|Q8N684-3|CPSF7_HUMAN Isoform 3 of Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens GN=CPSF7,514,38.52,38.52,14.59,3,106,23,0,11,8,0,3.08026772831131E-315,11,8,127565.5001,146218.3413,122720.3122,147470.4595,119556.0765,148355.5266,123231.3213,148632.8579,118812.9427,146282.93,Q8N684|Q8N684-2|Q8N684-3,CPSF7
PG247144,tr|F2Z2W7|F2Z2W7_HUMAN tRNA (uracil-5-)-methyltransferase homolog A OS=Homo sapiens GN=TRMT2A PE=1 SV=1,643,45.1,45.1,4.821,2,50,23,0,11,11,0,5.76672736482742E-313,11,11,96330.52355,94342.43404,89884.8656,109669.9742,99123.38812,90258.85348,96539.37205,90084.9334,93161.363,92089.35439,Q8IZ69|F2Z2W7,TRMT2A
PG254712,sp|Q99623|PHB2_HUMAN Prohibitin-2 OS=Homo sapiens GN=PHB2 PE=1 SV=2,299,78.93,76.92,0,1,79,22,1,11,11,0,2.77E-302,11,11,269486.4107,268007.1893,336023.4338,301886.2452,261864.0048,274603.4145,282056.1563,277970.847,250825.9336,251356.8953,Q99623,PHB2
PG251024,sp|Q8N8A6|DDX51_HUMAN ATP-dependent RNA helicase DDX51 OS=Homo sapiens GN=DDX51 PE=1 SV=3,666,34.83,34.83,7.808,1,67,20,0,11,11,0,5.23E-294,11,11,108008.9581,115016.1626,99380.25233,107542.0203,105327.055,102254.5275,104135.1976,102782.0309,110177.0951,106838.8503,Q8N8A6,DDX51
PG255393,sp|P04844|RPN2_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Homo sapiens GN=RPN2 PE=1 SV=3,631,33.6,33.6,15.06,1,61,19,0,11,11,0,8.98E-291,11,11,91500.61178,85209.15607,81147.42105,97520.41173,80158.23867,69865.56615,84613.66491,89173.83569,78428.91154,79260.49247,P04844,RPN2
PG248403,sp|O95433|AHSA1_HUMAN Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Homo sapiens GN=AHSA1 PE=1 SV=1,338,66.57,66.57,5.621,1,64,19,0,11,10,0,1.15E-290,11,10,175157.8618,202947.2619,175141.0509,173922.6241,149979.5141,173453.8072,161941.9841,161918.4993,147207.7528,169967.0131,O95433,AHSA1
PG252593,sp|Q10471|GALT2_HUMAN Polypeptide N-acetylgalactosaminyltransferase 2 OS=Homo sapiens GN=GALNT2 PE=1 SV=1,571,43.96,43.96,1.751,1,39,21,0,11,10,0,4.03E-290,11,10,154531.2968,153857.8451,141168.6417,143669.2983,134060.9522,130971.8483,132308.807,133856.1037,124493.5587,126836.7691,Q10471,GALNT2
PG247561,sp|Q4G0F5|VP26B_HUMAN Vacuolar protein sorting-associated protein 26B OS=Homo sapiens GN=VPS26B PE=1 SV=2,336,54.17,52.08,19.05,1,89,21,1,12,12,1,5.87E-287,11,11,253227.842,259702.6371,241623.8673,224427.9025,213947.1204,234086.8792,220649.8442,219947.8784,223325.5123,228359.9237,Q4G0F5,VPS26B
PG244676,sp|Q5JVF3-4|PCID2_HUMAN Isoform 4 of PCI domain-containing protein 2 OS=Homo sapiens GN=PCID2,453,43.49,43.49,6.843,3,48,19,0,12,11,0,1.50E-286,11,11,119980.0465,116723.0971,116570.7907,113360.7546,112256.1372,114872.6033,111618.358,124777.6433,118459.3122,120818.7996,Q5JVF3|Q5JVF3-2|Q5JVF3-4,PCID2
PG248463,sp|P49189|AL9A1_HUMAN 4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens GN=ALDH9A1 PE=1 SV=3,494,41.09,41.09,10.53,1,60,20,0,11,9,0,3.36E-284,11,9,170478.5036,177870.0314,183173.2948,176492.045,161331.5946,169438.7621,157416.4247,165202.1885,149246.3279,164040.8306,P49189,ALDH9A1
PG245959,sp|P78362|SRPK2_HUMAN SRSF protein kinase 2 OS=Homo sapiens GN=SRPK2 PE=1 SV=3,688,30.67,26.74,3.198,1,86,20,4,14,12,2,5.66E-284,11,10,135981.2541,132821.3762,123756.3888,120227.0201,115128.1852,131113.2732,122973.6352,120882.2268,123417.723,140235.4895,P78362,SRPK2
PG244280,sp|O15226-2|NKRF_HUMAN Isoform 2 of NF-kappa-B-repressing factor OS=Homo sapiens GN=NKRF,705,31.49,31.49,2.27,2,71,22,0,11,11,0,8.49E-283,11,11,150363.9088,142994.5856,135978.3354,170589.1645,165926.5699,144055.623,162202.2223,163930.0254,166787.3407,164545.4832,O15226|O15226-2,NKRF
PG252092,sp|P62495|ERF1_HUMAN Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens GN=ETF1 PE=1 SV=3,437,51.26,51.26,6.178,1,72,19,0,11,10,0,4.73E-282,11,10,193851.7384,188152.9874,189250.4558,160326.8171,171818.2256,168084.0631,174014.9676,175564.6321,189155.4489,184513.7928,P62495,ETF1
PG247359,sp|Q99598|TSNAX_HUMAN Translin-associated protein X OS=Homo sapiens GN=TSNAX PE=1 SV=1,290,68.97,68.97,14.14,1,78,20,0,11,8,0,6.15E-280,11,8,108412.0037,99652.5185,105111.7209,92837.22254,104128.4319,110475.4473,101207.0922,108362.9248,106272.0128,115628.6337,Q99598,TSNAX
PG244963,sp|P30520|PURA2_HUMAN Adenylosuccinate synthetase isozyme 2 OS=Homo sapiens GN=ADSS PE=1 SV=3,456,47.37,47.37,5.044,1,83,18,0,11,9,0,2.43E-278,11,9,121638.3435,123659.2005,121826.1129,111594.0814,110439.005,119755.1395,111203.3108,113934.0793,114970.9879,127069.2328,P30520,ADSS
PG243655,sp|P49959-3|MRE11_HUMAN Isoform 3 of Double-strand break repair protein MRE11 OS=Homo sapiens GN=MRE11,711,30.24,30.24,3.376,2,49,19,0,11,10,0,4.16E-276,11,10,129732.5443,128033.3221,122867.5358,113254.4556,112375.1537,117710.6129,110252.4983,119168.5848,110237.3619,111130.8227,P49959|P49959-3,MRE11
PG248344,sp|Q96CW1|AP2M1_HUMAN AP-2 complex subunit mu OS=Homo sapiens GN=AP2M1 PE=1 SV=2,435,52.64,52.64,0,3,62,21,0,11,8,0,6.72E-276,11,8,140401.9546,126346.3012,127675.6044,125023.7309,130441.4328,123870.0094,133765.2657,134094.2602,132154.093,142343.5272,Q96CW1|Q96CW1-2|A0A087WY71,AP2M1
PG243121,sp|Q13303|KCAB2_HUMAN Voltage-gated potassium channel subunit beta-2 OS=Homo sapiens GN=KCNAB2 PE=1 SV=2,367,55.04,55.04,12.26,1,64,20,0,11,8,0,7.11E-275,11,8,176225.8635,181140.3198,168290.7262,170558.2804,170434.8218,163503.6456,159426.9925,160846.219,154977.1073,154220.3954,Q13303,KCNAB2
PG245352,sp|P13489|RINI_HUMAN Ribonuclease inhibitor OS=Homo sapiens GN=RNH1 PE=1 SV=2,461,57.05,57.05,2.603,1,82,19,0,12,12,0,4.05E-272,11,11,192530.7951,193164.1469,193871.7946,177249.863,164586.8515,177112.1193,177195.3269,179427.2497,164890.2256,177118.7796,P13489,RNH1
PG252723,sp|Q9NQX3-2|GEPH_HUMAN Isoform 2 of Gephyrin OS=Homo sapiens GN=GPHN,769,30.04,30.04,9.753,2,55,21,0,11,11,0,1.11E-270,11,11,151497.0885,155651.5527,152231.3935,152193.1951,152154.0722,157870.6039,143786.8991,145655.943,147432.2318,158091.8788,Q9NQX3|Q9NQX3-2,GPHN
PG251212,sp|P38117|ETFB_HUMAN Electron transfer flavoprotein subunit beta OS=Homo sapiens GN=ETFB PE=1 SV=3,255,66.67,66.67,14.12,1,71,19,0,11,9,0,2.38E-269,11,9,244342.5718,237876.5545,230135.9041,204361.2958,206530.9518,211892.0709,211425.7061,211745.5841,217073.5527,210694.2543,P38117,ETFB
PG244890,sp|O14818|PSA7_HUMAN Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1,248,65.73,65.73,23.79,1,91,17,0,11,9,0,4.60E-266,11,9,186439.6111,195431.8873,206044.2399,188562.8677,181491.4394,192490.6399,178289.6494,200754.6443,175944.1734,197296.8348,O14818,PSMA7
PG246353,sp|Q9Y4R8|TELO2_HUMAN Telomere length regulation protein TEL2 homolog OS=Homo sapiens GN=TELO2 PE=1 SV=2,837,27.72,27.72,1.673,1,50,21,0,11,10,0,1.22E-264,11,10,128803.9542,140437.0263,118627.3611,123390.3199,115049.2021,117768.4748,122122.5821,117650.1338,114187.2806,119747.6947,Q9Y4R8,TELO2
PG243265,sp|Q9UIQ6|LCAP_HUMAN Leucyl-cystinyl aminopeptidase OS=Homo sapiens GN=LNPEP PE=1 SV=3,1025,19.8,19.8,3.707,3,68,19,0,11,11,0,6.10E-263,11,11,144412.9216,154680.8814,141080.1483,147978.6164,139603.986,151859.4651,132339.6513,145194.279,129888.1818,138665.0763,Q9UIQ6|Q9UIQ6-2|Q9UIQ6-3,LNPEP
PG248793,sp|Q9H4A4|AMPB_HUMAN Aminopeptidase B OS=Homo sapiens GN=RNPEP PE=1 SV=2,650,35.08,35.08,1.692,2,39,18,0,11,11,0,1.37E-262,11,11,113176.1792,118351.1733,109880.4081,100689.179,109898.4754,121888.7884,106368.0349,105971.9626,115631.6943,119714.7757,Q9H4A4|A6NKB8,RNPEP
PG253361,sp|Q15691|MARE1_HUMAN Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens GN=MAPRE1 PE=1 SV=3,268,61.19,58.96,16.04,1,68,16,2,12,11,1,2.01E-260,11,10,136099.6305,133630.2272,131941.6258,126725.0093,126149.7831,126217.8713,117588.0646,123977.676,117834.8883,125695.8187,Q15691,MAPRE1
PG256351,sp|Q9UJZ1|STML2_HUMAN Stomatin-like protein 2; mitochondrial OS=Homo sapiens GN=STOML2 PE=1 SV=1,356,49.72,49.72,21.07,1,59,18,0,11,10,0,2.06E-259,11,10,163113.4749,174337.3392,187054.4508,181381.9048,153821.449,162037.4497,155734.4443,152606.072,141558.4673,146982.9154,Q9UJZ1,STOML2
PG250019,sp|Q96CT7|CC124_HUMAN Coiled-coil domain-containing protein 124 OS=Homo sapiens GN=CCDC124 PE=1 SV=1,223,63.68,63.68,27.8,1,78,19,0,13,11,0,6.39E-257,11,11,127900.7856,124624.2759,141243.3293,150810.6409,151526.0241,150669.0959,158466.2843,144541.2009,150481.0966,143240.1544,Q96CT7,CCDC124
PG252952,sp|P78417|GSTO1_HUMAN Glutathione S-transferase omega-1 OS=Homo sapiens GN=GSTO1 PE=1 SV=2,241,61.41,61.41,17.84,1,58,18,0,11,10,0,2.74E-255,11,10,223092.3205,228002.7091,214786.5314,198244.8324,196113.5018,203470.6983,204089.4723,199191.1198,201040.278,218463.3927,P78417,GSTO1
PG247424,sp|Q9Y5K5|UCHL5_HUMAN Ubiquitin carboxyl-terminal hydrolase isozyme L5 OS=Homo sapiens GN=UCHL5 PE=1 SV=3,329,59.88,59.88,7.903,4,57,18,0,11,9,0,1.45E-253,11,9,175671.7555,175982.7983,171319.5064,151167.9011,146100.2105,162067.3716,149134.6397,160252.0847,147895.3738,156046.6617,Q9Y5K5|Q9Y5K5-2|Q9Y5K5-3|Q9Y5K5-4,UCHL5
PG254949,sp|Q08752|PPID_HUMAN Peptidyl-prolyl cis-trans isomerase D OS=Homo sapiens GN=PPID PE=1 SV=3,370,49.46,49.46,5.135,1,57,17,0,11,9,0,5.29E-246,11,9,157851.4172,166305.4986,154599.2568,148836.6658,141431.5381,150229.2167,140364.5631,148880.3574,142400.7256,148188.4654,Q08752,PPID
PG244417,sp|P12004|PCNA_HUMAN Proliferating cell nuclear antigen OS=Homo sapiens GN=PCNA PE=1 SV=1,261,76.63,76.63,6.13,1,169,17,0,11,7,0,2.79E-242,11,7,201558.7217,190716.1423,196323.9413,168329.2052,167028.1019,175873.6755,177115.3606,184221.8609,179319.5209,177695.5353,P12004,PCNA
