Protein Group Name,Representative Protein Description,Total Amino Acids,Sequence Coverage (%),Sequence Coverage Unshared only (%),Sequence Redundancy (%),Numbers of Proteins,# of PSMs,# of Unique Peptides,# Shared Peptides,# PSMs in Experiment,# Unique Seq in Experiment,# Shared Peptides in Experiment,P-Score,# Quantified PSMs,# Quantified Peptides,0minRep1 (TMT 126C PCN),0minRep2 (TMT 127N PCN),0minRep3 (TMT 127C PCN),0minRep4 (TMT 128N PCN),5minRep1 (TMT 128C PCN),5minRep2 (TMT 129N PCN),5minRep3 (TMT 129C PCN),60minRep1 (TMT 130N PCN),60minRep2 (TMT 130C PCN),60minRep3 (TMT 131N PCN),Uniprot IDs,Gene Names
PG248743,sp|O15144|ARPC2_HUMAN Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens GN=ARPC2 PE=1 SV=1,300,63,63,26.67,1,62,21,0,12,10,0,8.87E-285,11,9,1614502.984,1558862.955,1611290.103,1757552.344,1848651.75,1818256.881,1740880.439,1712701.454,1692880.578,1611479.487,O15144,ARPC2
PG255292,sp|P30041|PRDX6_HUMAN Peroxiredoxin-6 OS=Homo sapiens GN=PRDX6 PE=1 SV=3,224,87.95,87.95,42.86,1,113,24,0,10,10,0,0,9,9,1619417.427,1615330.852,1585513.553,1588672.14,1559437.786,1281710.629,1338453.396,1072055.681,1053606.375,750297.6229,P30041,PRDX6
PG255591,sp|P62269|RS18_HUMAN 40S ribosomal protein S18 OS=Homo sapiens GN=RPS18 PE=1 SV=3,152,58.55,58.55,42.11,1,101,20,0,23,13,0,4.50E-281,13,9,1621480.911,1617296.328,1550162.158,1602915.856,1635827.526,1723353.858,1472212.412,1535379.765,1481202.824,1364351.228,P62269,RPS18
PG250575,sp|O75390|CISY_HUMAN Citrate synthase; mitochondrial OS=Homo sapiens GN=CS PE=1 SV=2,466,42.49,42.49,13.3,2,89,22,0,10,9,0,3.13E-279,10,9,1719872.098,1595148.011,1621018.778,1697799.892,1651230.526,1695661.329,1559589.285,1480566.944,1434316.976,1256874.538,O75390|B4DJV2,CS
PG248507,sp|P11766|ADHX_HUMAN Alcohol dehydrogenase class-3 OS=Homo sapiens GN=ADH5 PE=1 SV=4,374,42.78,42.78,19.52,1,68,18,0,11,10,0,6.71E-261,9,9,1601993.025,1589498.457,1697858.832,1735672.059,1700540.33,1455641.226,1576913.777,1458338.333,1481973.781,1345106.646,P11766,ADH5
PG250111,sp|P09497-2|CLCB_HUMAN Isoform Non-brain of Clathrin light chain B OS=Homo sapiens GN=CLTB,211,37.44,37.44,9.005,1,37,11,0,9,9,0,1.91E-140,9,9,1812680.109,1942885.647,1859435.924,2293801.311,1992957.872,2090863.274,2023472.957,1996964.537,2051549.19,2024958.709,P09497-2,CLTB
PG265255,tr|E9PNE6|E9PNE6_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1,500,67.8,37.4,30.4,1,344,40,22,73,30,19,0,19,9,1750821.756,1723298.022,2006432.777,1925146.103,1872660.938,1372213.818,1783115.514,1614653.811,1606468.378,1366151.293,E9PNE6,HSPA8
PG245004,sp|P43487|RANG_HUMAN Ran-specific GTPase-activating protein OS=Homo sapiens GN=RANBP1 PE=1 SV=1,201,72.14,72.14,19.4,1,69,13,0,19,11,0,2.61E-199,14,9,1845375.349,1964201.876,1921547.738,2232704.671,1999560.269,1739510.318,1801096.305,1790849.998,1602704.713,1344054.204,P43487,RANBP1
PG246542,sp|P37802-2|TAGL2_HUMAN Isoform 2 of Transgelin-2 OS=Homo sapiens GN=TAGLN2,220,71.82,71.82,15,2,64,16,0,13,9,0,1.72E-226,13,9,1939290.201,2004654.11,2172034.36,2178264.201,2155478.62,2094834.424,2010129.725,1780102.585,1929879.423,1713228.524,P37802|P37802-2,TAGLN2
PG251733,tr|E9PRY8|E9PRY8_HUMAN Elongation factor 1-delta OS=Homo sapiens GN=EEF1D PE=1 SV=1,697,34.58,31.71,13.34,2,318,28,3,18,14,2,0,11,9,1920373.632,1872619.535,1947444.718,1887152.671,1690392.038,1422748.012,1519110.674,1113116.187,1004392.166,765135.2644,P29692-2|E9PRY8,EEF1D
PG245457,sp|P27694|RFA1_HUMAN Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens GN=RPA1 PE=1 SV=2,616,56.01,56.01,14.29,1,133,33,0,9,9,0,0,9,9,1894917.878,1900503.846,1809366.166,2079761.554,1932132.032,1832103.862,1924086.272,1812760.956,1784162.434,1532003.874,P27694,RPA1
PG245372,sp|Q92804|RBP56_HUMAN TATA-binding protein-associated factor 2N OS=Homo sapiens GN=TAF15 PE=1 SV=1,592,35.3,30.91,12.67,2,74,18,4,15,13,3,2.78E-212,11,9,2008265.993,2039213.796,2058357.419,1864774.177,1821874.8,1589013.756,1728177.752,1661053.093,1652051.597,1457525.275,Q92804|Q92804-2,TAF15
PG246662,sp|Q9P016|THYN1_HUMAN Thymocyte nuclear protein 1 OS=Homo sapiens GN=THYN1 PE=1 SV=1,225,54.67,54.67,24,1,71,17,0,13,9,0,1.67E-233,13,9,2138161.505,2180862.309,2164517.168,1812150.896,2062891.822,1708933.461,1936595.365,1678744.667,1748313.924,1523171.503,Q9P016,THYN1
PG245567,sp|P84098|RL19_HUMAN 60S ribosomal protein L19 OS=Homo sapiens GN=RPL19 PE=1 SV=1,196,42.86,39.8,21.43,3,99,14,1,15,11,1,1.24E-187,11,9,1555596.33,1585557.973,1503640.193,1473434.823,1465167.221,1589156.386,1509368.54,1322716.079,1359216.192,1242930.383,P84098|J3KTE4|J3QR09,RPL19
PG253272,tr|A0A0A0MSE2|A0A0A0MSE2_HUMAN Hydroxyacyl-coenzyme A dehydrogenase; mitochondrial OS=Homo sapiens GN=HADH PE=1 SV=1,390,41.28,41.28,12.05,5,71,19,1,13,10,1,9.19E-234,12,9,2182355.075,2240531.473,2210660.185,2209965.01,2127261.398,2015122.881,1996549.7,1814716.543,1877715.041,1600299.859,Q16836|Q16836-2|Q16836-3|E9PF18|A0A0A0MSE2,HADH
PG244953,sp|P61313|RL15_HUMAN 60S ribosomal protein L15 OS=Homo sapiens GN=RPL15 PE=1 SV=2,204,62.75,62.75,19.12,1,120,19,0,21,11,0,8.52E-240,18,9,2128981.313,2151068.508,2131654.377,2307897.506,2031156.449,2142107.18,2126471.847,2056572.421,2099273.629,1944700.593,P61313,RPL15
PG253591,sp|P40925-3|MDHC_HUMAN Isoform 3 of Malate dehydrogenase; cytoplasmic OS=Homo sapiens GN=MDH1,352,47.44,47.44,7.67,2,56,18,0,12,10,0,6.40E-233,11,9,2597258.625,2575436.26,2461378.081,2449227.169,2320044.301,2788121.541,2475960.038,2018245.331,2009305.023,1504724.563,P40925|P40925-3,MDH1
PG246447,tr|A0A0B4J2C3|A0A0B4J2C3_HUMAN Translationally-controlled tumor protein OS=Homo sapiens GN=TPT1 PE=1 SV=1,197,67.01,67.01,10.66,3,100,11,0,20,9,0,4.37E-166,15,9,2235751.914,2340378.261,2209462.364,2634848.429,2459009.535,2103806.661,2314208.407,2261342.374,2259946.913,1926661.519,P13693|A0A0B4J2C3|Q5W0H4,TPT1
PG251941,tr|M0R2B7|M0R2B7_HUMAN DNA polymerase OS=Homo sapiens GN=POLD1 PE=1 SV=1,1133,46.43,46.43,3.354,2,108,44,1,10,10,0,0,10,10,387796.1834,415238.93,421828.6059,445651.6236,489690.1514,536633.8995,502653.7497,598483.9053,568456.7036,670950.1486,P28340|M0R2B7,POLD1
PG245959,sp|P78362|SRPK2_HUMAN SRSF protein kinase 2 OS=Homo sapiens GN=SRPK2 PE=1 SV=3,688,30.67,26.74,3.198,1,86,20,4,14,14,4,5.66E-284,10,10,419719.0192,453319.8917,448630.3025,514128.2829,508223.2393,566019.3947,537393.0611,633815.6148,609187.0447,654602.0498,P78362,SRPK2
PG247021,sp|P40222|TXLNA_HUMAN Alpha-taxilin OS=Homo sapiens GN=TXLNA PE=1 SV=3,546,36.63,34.62,19.6,1,84,26,3,12,12,2,0,10,10,435064.2745,479932.8983,496546.268,512816.4772,492318.593,522896.0644,504623.9077,619512.2834,580555.6389,657404.7699,P40222,TXLNA
PG254679,sp|Q9Y263|PLAP_HUMAN Phospholipase A-2-activating protein OS=Homo sapiens GN=PLAA PE=1 SV=2,795,34.34,34.34,8.931,1,70,26,0,10,10,0,0,10,10,436510.0514,451038.0041,476340.0299,510825.5947,545034.4015,581077.0505,594193.16,607039.1236,616116.2973,656329.2294,Q9Y263,PLAA
PG251200,sp|Q9NZB2-6|F120A_HUMAN Isoform F of Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens GN=FAM120A,1146,38.83,37.61,1.134,1,90,35,1,11,10,0,0,11,10,533389.0073,567675.6573,596156.2575,559910.4997,657997.3956,616992.2291,660880.1106,703171.7775,690054.1341,682996.9056,Q9NZB2-6,FAM120A
PG255378,sp|Q9BQ52|RNZ2_HUMAN Zinc phosphodiesterase ELAC protein 2 OS=Homo sapiens GN=ELAC2 PE=1 SV=2,826,47.82,46.97,9.806,1,116,34,1,10,10,0,0,10,10,548156.6167,534794.1471,572007.9273,471025.495,573513.6106,548148.1383,529008.5466,513491.4691,528481.3546,526826.6218,Q9BQ52,ELAC2
PG244795,sp|Q5JRX3-2|PREP_HUMAN Isoform 2 of Presequence protease; mitochondrial OS=Homo sapiens GN=PITRM1,1038,34.01,34.01,1.252,2,65,28,0,10,10,0,0,10,10,568100.806,626743.8553,628600.158,668223.0977,688643.5476,766008.012,730944.5883,807419.3651,819874.4815,890421.2823,Q5JRX3|Q5JRX3-2,PITRM1
PG253939,sp|Q13330-3|MTA1_HUMAN Isoform 3 of Metastasis-associated protein MTA1 OS=Homo sapiens GN=MTA1,698,49.14,43.84,12.32,1,142,32,4,12,12,2,0,10,10,595798.2793,638487.9275,658806.1773,601671.7407,689986.6878,755955.6984,711995.6407,793931.6885,809204.7787,877076.0645,Q13330-3,MTA1
PG250839,sp|Q9BZJ0|CRNL1_HUMAN Crooked neck-like protein 1 OS=Homo sapiens GN=CRNKL1 PE=1 SV=4,848,29.6,29.6,8.255,4,74,27,0,10,10,0,0,10,10,614022.4671,660907.4591,632854.7859,618287.6978,680524.9413,768872.527,766904.503,830135.6863,841836.8293,952939.8708,Q9BZJ0|Q9BZJ0-2|Q9BZJ0-3|Q5JY65,CRNKL1
PG255423,sp|P24928|RPB1_HUMAN DNA-directed RNA polymerase II subunit RPB1 OS=Homo sapiens GN=POLR2A PE=1 SV=2,1970,39.9,39.9,5.888,1,210,68,0,10,10,0,0,10,10,623435.1461,678132.0737,651122.9998,658659.2358,727368.0277,800146.3549,759542.3118,838723.2663,934786.4411,987582.0043,P24928,POLR2A
PG242855,sp|Q16566|KCC4_HUMAN Calcium/calmodulin-dependent protein kinase type IV OS=Homo sapiens GN=CAMK4 PE=1 SV=1,473,51.59,51.59,8.034,1,85,24,0,10,10,0,1.56542676685979E-315,10,10,635966.0553,668874.311,647064.2957,750106.4973,710681.7118,771628.6705,750129.6053,892352.1269,880918.1415,929862.1398,Q16566,CAMK4
PG253295,sp|P43034|LIS1_HUMAN Platelet-activating factor acetylhydrolase IB subunit alpha OS=Homo sapiens GN=PAFAH1B1 PE=1 SV=2,410,59.02,57.32,0,1,50,19,1,10,10,0,1.69E-264,10,10,645243.341,638470.6328,705237.0188,839418.7704,795556.7067,820786.2146,844808.4532,936573.007,920736.9708,898656.1644,P43034,PAFAH1B1
PG245331,sp|Q9NTZ6|RBM12_HUMAN RNA-binding protein 12 OS=Homo sapiens GN=RBM12 PE=1 SV=1,932,26.29,26.29,8.369,1,99,25,0,11,10,0,0,11,10,647966.0634,698124.973,737641.4164,866461.0423,812471.8247,795500.1276,808717.1699,955826.1659,914928.228,1012928.424,Q9NTZ6,RBM12
PG257424,sp|O75152|ZC11A_HUMAN Zinc finger CCCH domain-containing protein 11A OS=Homo sapiens GN=ZC3H11A PE=1 SV=3,810,44.44,44.44,12.1,1,118,33,0,11,10,0,0,11,10,658890.5631,718093.7417,725331.4396,544936.6632,723447.4592,807743.5222,785021.0701,907181.0998,879048.1309,954144.7114,O75152,ZC3H11A
PG245691,sp|Q5JTH9|RRP12_HUMAN RRP12-like protein OS=Homo sapiens GN=RRP12 PE=1 SV=2,1297,36.47,36.47,5.012,1,114,46,1,11,10,0,0,11,10,659109.5333,681166.8489,701600.0843,652371.341,731223.6878,877167.3798,835030.0859,887565.5343,896732.2596,955980.9871,Q5JTH9,RRP12
PG251312,sp|Q9UI08-2|EVL_HUMAN Isoform 1 of Ena/VASP-like protein OS=Homo sapiens GN=EVL,418,58.13,58.13,35.41,2,186,29,0,12,10,0,0,12,10,664655.7264,683509.3445,693975.3998,794861.1523,723902.9778,704473.501,710805.5151,682155.8627,679271.705,674234.0006,Q9UI08|Q9UI08-2,EVL
PG244035,sp|Q9HCD5|NCOA5_HUMAN Nuclear receptor coactivator 5 OS=Homo sapiens GN=NCOA5 PE=1 SV=2,579,43.01,41.97,16.41,1,89,33,1,11,10,0,0,11,10,665221.2511,669320.1827,692481.0508,792005.3976,738134.3605,828550.9726,802816.6455,912717.9222,863975.1138,932039.3202,Q9HCD5,NCOA5
PG245713,sp|Q14684|RRP1B_HUMAN Ribosomal RNA processing protein 1 homolog B OS=Homo sapiens GN=RRP1B PE=1 SV=3,758,50.4,50.4,17.81,1,183,38,0,10,10,0,0,10,10,689655.705,719402.2469,729271.6045,722317.6576,773351.0006,864025.2627,793811.5637,923023.7943,838527.1821,841177.5906,Q14684,RRP1B
PG247923,sp|Q15027|ACAP1_HUMAN Arf-GAP with coiled-coil; ANK repeat and PH domain-containing protein 1 OS=Homo sapiens GN=ACAP1 PE=1 SV=1,740,43.51,43.51,7.432,1,109,31,0,11,10,0,0,10,10,715523.4438,720388.1277,751528.2245,723931.0874,733457.0446,895409.4341,832871.6799,876934.4545,832846.0284,789549.8349,Q15027,ACAP1
PG256209,sp|Q9Y2Z0|SGT1_HUMAN Protein SGT1 homolog OS=Homo sapiens GN=SUGT1 PE=1 SV=3,365,53.97,53.97,25.75,1,72,21,0,14,10,0,1.93E-303,14,10,727709.1543,756394.8461,810047.2744,860720.4453,811800.8411,759135.2349,880594.4066,845225.5563,850598.3797,870493.639,Q9Y2Z0,SUGT1
PG256578,tr|A0A087WTW0|A0A087WTW0_HUMAN E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1 PE=1 SV=1,857,51.11,49.94,15.99,4,213,43,1,11,11,0,0,10,10,737083.1151,794958.7988,791435.7185,752651.1847,856628.2193,881165.4639,907494.6418,1147204.925,1106575.419,1188588.641,Q96T88|Q96T88-2|A0A087WVR3|A0A087WTW0,UHRF1
PG256586,sp|O60763-2|USO1_HUMAN Isoform 2 of General vesicular transport factor p115 OS=Homo sapiens GN=USO1,973,34.84,34.84,8.222,2,86,27,0,10,10,0,0,10,10,742427.6224,797738.9168,802817.5728,845037.9508,790461.2059,822627.8768,870734.2742,876777.6949,875720.6953,888927.5753,O60763|O60763-2,USO1
PG244887,sp|Q06203|PUR1_HUMAN Amidophosphoribosyltransferase OS=Homo sapiens GN=PPAT PE=1 SV=1,517,38.1,38.1,7.35,1,59,18,0,11,10,0,1.11E-266,11,10,772954.6746,815410.019,843483.5935,915289.6,947544.6059,1037756.596,999352.2658,1058957.876,1054305.308,1117225.306,Q06203,PPAT
PG247680,sp|Q9H0D6|XRN2_HUMAN 5'-3' exoribonuclease 2 OS=Homo sapiens GN=XRN2 PE=1 SV=1,950,47.16,47.16,14,1,210,44,0,11,10,0,0,11,10,778740.9912,833059.0715,771228.6507,838824.5009,798019.0509,972434.2974,845264.417,934097.0571,973772.151,1035361.135,Q9H0D6,XRN2
PG254706,sp|P36871|PGM1_HUMAN Phosphoglucomutase-1 OS=Homo sapiens GN=PGM1 PE=1 SV=3,562,49.29,49.29,5.338,1,130,24,0,10,10,0,0,10,10,832452.8571,853608.1725,879738.724,971700.5054,940673.9082,987734.5354,1067766.637,1149655.426,1121014.473,1235173.469,P36871,PGM1
PG248786,sp|Q6NXE6|ARMC6_HUMAN Armadillo repeat-containing protein 6 OS=Homo sapiens GN=ARMC6 PE=1 SV=2,501,41.12,41.12,3.992,2,52,18,0,10,10,0,1.18E-249,10,10,838325.8458,868805.1228,860179.7762,1002061.938,998678.9715,1062221.52,978751.3878,1089110.719,1094943.523,1149582.091,Q6NXE6|Q6NXE6-2,ARMC6
PG249962,sp|Q6P1J9|CDC73_HUMAN Parafibromin OS=Homo sapiens GN=CDC73 PE=1 SV=1,531,44.63,44.63,9.605,1,76,27,0,10,10,0,0,10,10,846343.6248,885836.3762,918032.0218,784016.0029,959767.3222,1063084.38,1044281.271,1210339.322,1135277.14,1248059.371,Q6P1J9,CDC73
PG246212,sp|P49591|SYSC_HUMAN Serine--tRNA ligase; cytoplasmic OS=Homo sapiens GN=SARS PE=1 SV=3,514,65.37,65.37,26.26,1,116,35,1,13,12,1,0,11,10,886393.5611,900140.3753,956430.0465,1099285.546,1056572.742,1084012.498,1108491.76,1165735.156,1173343.134,1259060.421,P49591,SARS
PG264019,tr|K7EKE6|K7EKE6_HUMAN Lon protease homolog; mitochondrial OS=Homo sapiens GN=LONP1 PE=1 SV=1,845,49.35,49.35,12.66,1,136,38,0,12,10,0,0,12,10,889444.9211,918810.8055,893323.9585,1019731.507,1059480.365,1187445.053,1026750.907,1084931.984,1106589.743,1171782.806,K7EKE6,LONP1
PG245685,sp|Q14690|RRP5_HUMAN Protein RRP5 homolog OS=Homo sapiens GN=PDCD11 PE=1 SV=3,1871,32.98,32.98,3.153,1,148,54,0,11,10,0,0,11,10,899123.4218,921186.1398,927110.3707,811013.131,959047.0662,1028138.457,955453.0393,966128.152,968851.2744,1001018.362,Q14690,PDCD11
PG250385,sp|Q15003|CND2_HUMAN Condensin complex subunit 2 OS=Homo sapiens GN=NCAPH PE=1 SV=3,741,46.96,46.96,11.88,2,113,31,0,11,10,0,0,11,10,907882.1838,970833.2334,954818.5985,1126782.292,1091714.499,1168889.433,1149699.355,1264045.474,1137918.122,1167816.08,Q15003|E9PHA2,NCAPH
PG254685,sp|Q96G03|PGM2_HUMAN Phosphoglucomutase-2 OS=Homo sapiens GN=PGM2 PE=1 SV=4,612,53.59,53.59,13.4,1,168,29,0,12,10,0,0,12,10,911031.8969,930366.2175,995204.428,1127079.208,1032132.645,978230.3022,1118209.152,1191142.817,1146872.963,1164955.837,Q96G03,PGM2
PG256772,sp|P45974|UBP5_HUMAN Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens GN=USP5 PE=1 SV=2,858,46.39,44.41,5.944,2,111,33,3,10,10,0,0,10,10,911489.2758,1004034.034,1006367.796,1140434.216,1082177.294,1141594.171,1114133.223,1274834.015,1284173.638,1338405.538,P45974|P45974-2,USP5
PG245034,sp|P46060|RAGP1_HUMAN Ran GTPase-activating protein 1 OS=Homo sapiens GN=RANGAP1 PE=1 SV=1,587,51.11,51.11,17.72,1,82,31,0,10,10,0,0,10,10,920186.167,975037.2923,981124.1327,1087301.204,1036728.361,1111188.296,1136714.698,1155522.922,1219949.682,1366255.906,P46060,RANGAP1
PG248485,tr|A2A274|A2A274_HUMAN Aconitate hydratase; mitochondrial OS=Homo sapiens GN=ACO2 PE=1 SV=1,805,38.14,38.14,12.92,2,85,28,0,12,10,0,0,12,10,926825.6106,986856.7766,1015316.42,1085228.196,1033886.4,1097748.962,1116572.8,1144557.349,1251100.559,1279698.361,Q99798|A2A274,ACO2
PG245112,sp|Q9NW13-2|RBM28_HUMAN Isoform 2 of RNA-binding protein 28 OS=Homo sapiens GN=RBM28,618,40.78,38.35,3.56,1,56,26,1,11,10,0,0,11,10,952610.0852,1017557.651,1052472.797,863378.892,1108104.818,1039771.127,1057944.018,1241253.169,1211020.11,1239094.308,Q9NW13-2,RBM28
PG254161,sp|O14745|NHRF1_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Homo sapiens GN=SLC9A3R1 PE=1 SV=4,358,65.92,65.92,27.93,1,108,23,0,15,12,0,0,12,10,1042536.874,1116126.054,1107097.564,1237302.326,1134229.025,1067850.129,1099702.854,1079882.548,1047035.265,893452.7582,O14745,SLC9A3R1
PG251212,sp|P38117|ETFB_HUMAN Electron transfer flavoprotein subunit beta OS=Homo sapiens GN=ETFB PE=1 SV=3,255,66.67,66.67,14.12,1,71,19,0,14,11,0,2.38E-269,13,10,1047976.724,1110874.074,1090652.646,1173263.579,1161149.633,1309709.657,1230751.531,1255006.071,1278234.282,1339293.407,P38117,ETFB
PG253027,sp|P09211|GSTP1_HUMAN Glutathione S-transferase P OS=Homo sapiens GN=GSTP1 PE=1 SV=2,210,73.81,73.81,46.19,1,131,18,0,21,11,0,1.16E-291,18,10,1058650.812,1171683.019,1132907.265,1272263.312,1228953.512,1168825.327,1337708.435,1299794.505,1303567.063,1338204.389,P09211,GSTP1
PG248439,sp|P39687|AN32A_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens GN=ANP32A PE=1 SV=1,249,51,43.78,32.93,1,148,23,8,22,16,5,1.42E-307,11,10,1087348.073,1111823.125,1119163.888,1103802.563,1014439.478,1167140.342,1184593.784,1001380.864,1239731.714,1106883.618,P39687,ANP32A
PG250869,sp|Q9BQ61|CS043_HUMAN Uncharacterized protein C19orf43 OS=Homo sapiens GN=C19orf43 PE=1 SV=1,176,53.41,53.41,30.68,1,37,13,1,11,11,1,2.81E-171,10,10,1102739.448,1204886.221,1159197.783,1283514.478,1241322.038,1238070.345,1281495.791,1400953.197,1411129.277,1428735.004,Q9BQ61,C19orf43
PG257566,tr|V9HW75|V9HW75_HUMAN Epididymis secretory protein Li 109 OS=Homo sapiens GN=HEL-S-109 PE=1 SV=1,420,60.24,58.33,26.43,2,71,27,1,11,11,1,0,10,10,1129090.974,1220279.61,1211475.014,1403575.978,1328641.612,1257940.135,1274810.86,1463903.342,1380723.99,1298886.095,A0A087WSV8|V9HW75,NUCB2|HEL-S-109
PG252528,sp|Q96I24|FUBP3_HUMAN Far upstream element-binding protein 3 OS=Homo sapiens GN=FUBP3 PE=1 SV=2,572,54.02,49.48,7.517,1,111,25,5,19,15,5,0,12,10,1151812.519,1284979.257,1290445.806,1371402.086,1318542.396,1401160.18,1297378.602,1336082.861,1376979.543,1352259.819,Q96I24,FUBP3
PG248463,sp|P49189|AL9A1_HUMAN 4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens GN=ALDH9A1 PE=1 SV=3,494,41.09,41.09,10.53,1,60,20,0,12,10,0,3.36E-284,12,10,1159350.9,1211691.456,1178126.97,1346447.187,1278690.118,1227683.878,1301287.997,1411640.791,1402006.906,1380226.746,P49189,ALDH9A1
PG256508,sp|Q13242|SRSF9_HUMAN Serine/arginine-rich splicing factor 9 OS=Homo sapiens GN=SRSF9 PE=1 SV=1,221,72.4,66.06,36.65,1,307,22,2,13,12,1,2.33E-306,10,10,1234823.281,1331469.893,1300318.977,1524066.721,1365298.82,1366863.376,1341678.789,1520381.637,1473753.041,1444371.434,Q13242,SRSF9
PG256635,sp|P04818|TYSY_HUMAN Thymidylate synthase OS=Homo sapiens GN=TYMS PE=1 SV=3,313,46.96,46.96,14.06,1,76,15,0,15,10,0,2.40E-220,14,10,1249385.854,1398424.537,1371143.32,1390477.728,1385227.317,1456853.331,1477292.806,1404328.268,1426092.351,1461780.369,P04818,TYMS
PG247689,sp|P21796|VDAC1_HUMAN Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens GN=VDAC1 PE=1 SV=2,283,77.03,71.38,18.02,1,153,19,2,18,13,2,0.00E+00,14,10,1302042.774,1367902.296,1435894.208,1373305.445,1315891.166,1264667.161,1415695.657,1286006.004,1308479.826,1117912.355,P21796,VDAC1
PG251971,sp|Q9BY44|EIF2A_HUMAN Eukaryotic translation initiation factor 2A OS=Homo sapiens GN=EIF2A PE=1 SV=3,585,58.97,58.97,0,2,83,24,0,11,10,0,0,11,10,1315336.15,1375176.526,1337828.99,1201446.163,1465395.445,1565705.199,1560857.508,1660676.632,1743863.133,1841394.487,Q9BY44|Q9BY44-3,EIF2A
PG256156,sp|Q9UBT2|SAE2_HUMAN SUMO-activating enzyme subunit 2 OS=Homo sapiens GN=UBA2 PE=1 SV=2,640,55.31,55.31,7.5,1,95,30,0,11,10,0,0,11,10,1384366.507,1404184.716,1387070.032,1521422.874,1509958.787,1635716.674,1554526.23,1635510.046,1619011.2,1543786.958,Q9UBT2,UBA2
PG248736,sp|P04083|ANXA1_HUMAN Annexin A1 OS=Homo sapiens GN=ANXA1 PE=1 SV=2,346,52.31,52.31,14.74,1,56,18,0,12,10,0,2.52E-262,12,10,1378116.239,1302980.453,1413207.939,1380354.67,1283381.425,1378335.302,1443367.168,1306319.04,1348302.288,1166762.536,P04083,ANXA1
PG249544,sp|O43684|BUB3_HUMAN Mitotic checkpoint protein BUB3 OS=Homo sapiens GN=BUB3 PE=1 SV=1,328,55.79,55.79,9.451,1,63,17,0,13,11,0,1.40E-245,11,10,1387293.04,1453110.001,1471470.309,1537193.635,1417454.733,1504167.919,1441533.238,1469806.936,1550918.803,1468066.416,O43684,BUB3
PG250755,sp|P48444|COPD_HUMAN Coatomer subunit delta OS=Homo sapiens GN=ARCN1 PE=1 SV=1,511,51.27,51.27,6.654,1,77,26,0,10,10,0,0,10,10,1427632.068,1498719.339,1549112.35,1658952.422,1585813.812,1652664.645,1670913.771,1722814.145,1788900.822,1804553.092,P48444,ARCN1
PG244292,sp|Q15233-2|NONO_HUMAN Isoform 2 of Non-POU domain-containing octamer-binding protein OS=Homo sapiens GN=NONO,382,73.82,40.05,28.01,1,246,39,25,36,25,15,0,12,10,1469270.51,1479033.317,1516718.367,1610927.989,1509851.844,1406570.666,1502932.319,1446934.347,1548239.402,1394923.132,Q15233-2,NONO
PG243621,tr|C9JRZ6|C9JRZ6_HUMAN MICOS complex subunit OS=Homo sapiens GN=CHCHD3 PE=1 SV=1,232,57.76,55.17,32.33,2,60,22,1,12,10,0,6.22E-289,12,10,1566528.794,1629529.425,1642513.939,1807610.975,1732053.422,1752079.312,1731023.748,1899558.879,1848381.6,1883292.037,Q9NX63|C9JRZ6,CHCHD3
PG250019,sp|Q96CT7|CC124_HUMAN Coiled-coil domain-containing protein 124 OS=Homo sapiens GN=CCDC124 PE=1 SV=1,223,63.68,63.68,27.8,1,78,19,0,14,11,0,6.39E-257,13,10,1555895.096,1571766.202,1533637.761,1297479.002,1479271.36,1479506.578,1472676.979,1457394.078,1395470.946,1343463.453,Q96CT7,CCDC124
PG248187,tr|Q5T4U5|Q5T4U5_HUMAN Acyl-Coenzyme A dehydrogenase; C-4 to C-12 straight chain; isoform CRA_a OS=Homo sapiens GN=ACADM PE=1 SV=1,454,41.41,41.41,11.89,3,58,20,0,12,10,0,2.56E-287,10,10,1601732.017,1648071.417,1573353.157,1681522.764,1527599.947,1598682.958,1482535.655,1379285.22,1440143.863,1447277.301,P11310|P11310-2|Q5T4U5,ACADM
PG243286,sp|Q14739|LBR_HUMAN Lamin-B receptor OS=Homo sapiens GN=LBR PE=1 SV=2,615,32.03,32.03,12.2,1,169,26,0,12,10,0,0,12,10,1607797.012,1604604.479,1645735.499,1326022.329,1625052.01,1542924.05,1602211.41,1631133.177,1631867.274,1526992.987,Q14739,LBR
PG242625,sp|P50213|IDH3A_HUMAN Isocitrate dehydrogenase [NAD] subunit alpha; mitochondrial OS=Homo sapiens GN=IDH3A PE=1 SV=1,366,46.17,46.17,9.563,1,60,17,0,10,10,0,5.06E-248,10,10,1648558.592,1736326.898,1638296.911,1765869.103,1703772.403,1551759.475,1823709.324,1612802.22,1720078.501,1717483.869,P50213,IDH3A
