Protein Group Name,Representative Protein Description,Total Amino Acids,Sequence Coverage (%),Sequence Coverage Unshared only (%),Sequence Redundancy (%),Numbers of Proteins,# of PSMs,# of Unique Peptides,# Shared Peptides,# PSMs in Experiment,# Unique Seq in Experiment,# Shared Peptides in Experiment,P-Score,# Quantified PSMs,# Quantified Peptides,WT_0Min_(TMT 126C PCN),WT_0Min_(TMT 127N PCN),_Genome_0Min_(TMT 127C PCN),_Genome_0Min_(TMT 127C PCN),WT_60Min_(TMT 128C PCN),WT_60Min_(TMT 128C PCN),_Env_60Min_(TMT 129C PCN),_Env_60Min_(TMT 130N PCN),_Genome_60Min_(TMT 130C PCN),_Genome_60Min_(TMT 131N PCN),Uniprot IDs,Gene Names
PG246485,sp|P53999|TCP4_HUMAN Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens GN=SUB1 PE=1 SV=3,127,73.23,73.23,44.88,1,85,14,0,16,8,0,2.41E-213,16,8,301113.3886,322530.0936,292935.584,321790.9709,294773.628,281917.6768,297307.3446,288966.7875,278117.403,275893.0286,P53999,SUB1
PG245586,sp|P61353|RL27_HUMAN 60S ribosomal protein L27 OS=Homo sapiens GN=RPL27 PE=1 SV=2,136,69.85,65.44,33.09,1,84,15,1,16,7,0,2.26E-194,16,7,156002.1847,147084.3816,148545.7263,150750.9234,139571.8148,145068.475,146788.507,147495.1467,142631.189,146640.3309,P61353,RPL27
PG245567,sp|P84098|RL19_HUMAN 60S ribosomal protein L19 OS=Homo sapiens GN=RPL19 PE=1 SV=1,196,42.86,39.8,21.43,3,99,14,1,16,8,0,1.24E-187,16,8,202158.1801,200132.8761,207122.2963,218433.1872,220959.6213,216413.7372,206249.0957,206796.5516,206096.9373,205260.4563,P84098|J3KTE4|J3QR09,RPL19
PG255282,tr|A0A087X1Z3|A0A087X1Z3_HUMAN Proteasome activator complex subunit 2 OS=Homo sapiens GN=PSME2 PE=1 SV=1,254,60.24,60.24,5.906,2,71,14,0,16,10,0,3.71E-183,16,10,225357.1421,212767.2026,188284.7829,204850.6632,209154.3467,192402.3036,203053.5251,198465.7832,199509.7329,197901.7822,Q9UL46|A0A087X1Z3,PSME2
PG246240,sp|O43776|SYNC_HUMAN Asparagine--tRNA ligase; cytoplasmic OS=Homo sapiens GN=NARS PE=1 SV=1,548,48.36,48.36,18.98,1,90,32,0,18,16,0,0,17,16,291890.3656,287045.1229,252095.2962,258558.4132,253751.8151,257443.751,260038.2948,249860.518,278780.3018,279020.4777,O43776,NARS
PG250873,sp|P41240|CSK_HUMAN Tyrosine-protein kinase CSK OS=Homo sapiens GN=CSK PE=1 SV=1,450,63.78,63.78,5.333,1,93,25,0,17,14,0,0,17,14,240876.581,246058.1369,208873.3364,236529.8381,214914.287,203463.7004,211778.5263,207654.759,198061.6158,194433.3608,P41240,CSK
PG245055,sp|Q96T37|RBM15_HUMAN Putative RNA-binding protein 15 OS=Homo sapiens GN=RBM15 PE=1 SV=2,977,57.01,54.66,17.09,5,308,61,3,17,17,0,0,17,17,113232.4851,125282.4478,133460.7684,122292.4398,107968.7901,121463.6442,117712.1748,125079.8899,129996.3741,128530.9997,Q96T37|Q96T37-2|Q96T37-3|Q96T37-4|A0A087WWP4,RBM15
PG250387,sp|Q96KP4|CNDP2_HUMAN Cytosolic non-specific dipeptidase OS=Homo sapiens GN=CNDP2 PE=1 SV=2,475,68.42,68.42,4.421,1,71,22,0,17,15,0,0,17,15,178683.3835,187181.7906,191150.2737,203167.0597,195705.8291,186914.9054,193435.1305,191728.3846,177215.594,196273.55,Q96KP4,CNDP2
PG250963,sp|Q86Y56|DAAF5_HUMAN Dynein assembly factor 5; axonemal OS=Homo sapiens GN=DNAAF5 PE=1 SV=4,855,33.8,33.8,3.392,1,70,24,0,18,16,0,0,17,16,154630.4503,161726.3642,139960.9487,144872.1693,146746.0419,149331.5483,149215.0752,142663.8695,147475.8396,149762.6682,Q86Y56,DNAAF5
PG251699,sp|Q86XP3|DDX42_HUMAN ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 PE=1 SV=1,938,47.23,47.23,4.371,1,113,36,0,17,17,0,0,17,17,208878.106,214097.4217,235244.504,232590.1371,209295.2416,227876.757,221282.8273,219666.2771,231333.5289,237566.5276,Q86XP3,DDX42
PG246508,sp|Q9BTW9-4|TBCD_HUMAN Isoform 4 of Tubulin-specific chaperone D OS=Homo sapiens GN=TBCD,1248,25,25,1.683,3,61,26,0,17,16,0,0,17,16,201020.7463,188834.337,181074.8044,186924.5278,193881.7633,177343.7987,188015.1753,175683.5664,179435.9233,171415.0407,Q9BTW9|Q9BTW9-4|J3KR97,TBCD
PG249858,sp|Q01518|CAP1_HUMAN Adenylyl cyclase-associated protein 1 OS=Homo sapiens GN=CAP1 PE=1 SV=5,475,54.11,54.11,18.11,2,132,31,0,18,15,0,0,17,14,347073.635,324061.2837,349050.5092,350417.2714,365845.8635,319217.8177,363312.2967,334791.9931,378800.5437,355318.3666,Q01518|Q01518-2,CAP1
PG253309,sp|Q8N1G4|LRC47_HUMAN Leucine-rich repeat-containing protein 47 OS=Homo sapiens GN=LRRC47 PE=1 SV=1,583,48.2,48.2,18.01,1,100,32,0,17,16,0,0,17,16,224516.8501,218273.4027,222543.5376,217960.3169,197477.4198,206402.2123,212506.5713,204308.6129,215748.3919,206353.7468,Q8N1G4,LRRC47
PG251165,sp|Q92556|ELMO1_HUMAN Engulfment and cell motility protein 1 OS=Homo sapiens GN=ELMO1 PE=1 SV=2,727,45.94,41.13,7.978,1,132,31,5,23,20,5,0,17,14,296103.9569,295056.7358,252241.0851,267098.4474,259206.4358,252665.3668,260165.6541,250552.8687,255107.7946,243371.397,Q92556,ELMO1
PG247409,sp|Q9C0C9|UBE2O_HUMAN (E3-independent) E2 ubiquitin-conjugating enzyme OS=Homo sapiens GN=UBE2O PE=1 SV=3,1292,42.49,42.49,4.876,1,131,41,0,19,18,0,0,17,17,329906.7635,316683.021,283322.1969,291384.8877,301665.4963,286487.0476,294218.7237,281718.4573,297521.5774,295889.1593,Q9C0C9,UBE2O
PG242263,sp|P52597|HNRPF_HUMAN Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens GN=HNRNPF PE=1 SV=3,415,70.12,63.61,10.6,1,187,26,3,21,15,2,0,17,13,284024.9078,284938.6823,243754.6996,283242.7721,270966.2828,249907.7723,267081.7093,246574.3907,250978.8572,261934.0054,P52597,HNRNPF
PG256725,sp|Q93008|USP9X_HUMAN Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens GN=USP9X PE=1 SV=3,2570,18.48,18.48,0.3891,2,79,39,0,18,18,0,0,17,17,289626.2681,301300.1694,253242.1826,281456.3472,264916.4445,267184.2847,273149.8065,265192.9314,258062.9128,248168.1724,Q93008|Q93008-1,USP9X
PG254218,sp|P52948|NUP98_HUMAN Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens GN=NUP98 PE=1 SV=4,1817,32.09,32.09,5.063,2,192,52,0,17,17,0,0,17,17,293090.4538,279432.7044,254006.5158,263452.9465,261848.7593,232008.3619,243556.5425,234390.3104,246321.1678,233346.8634,P52948|P52948-5,NUP98
PG254157,sp|Q5SRE5|NU188_HUMAN Nucleoporin NUP188 homolog OS=Homo sapiens GN=NUP188 PE=1 SV=1,1749,19.38,19.38,3.259,1,91,30,0,17,17,0,0,17,17,205063.047,196891.066,181985.7821,183836.1094,192517.7044,185722.6574,183482.4547,179226.7254,187084.7106,179631.4481,Q5SRE5,NUP188
PG251828,sp|O00429-3|DNM1L_HUMAN Isoform 2 of Dynamin-1-like protein OS=Homo sapiens GN=DNM1L,710,57.75,57.75,13.66,1,189,41,0,17,17,0,0,17,17,345488.3794,364169.3482,314767.984,343616.8528,341549.86,336325.6401,334110.9797,336370.3825,317697.6041,324229.4654,O00429-3,DNM1L
PG247530,sp|A0AVT1|UBA6_HUMAN Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens GN=UBA6 PE=1 SV=1,1052,31.65,31.65,6.559,1,77,31,0,17,15,0,0,17,15,285123.3287,272155.2178,241713.6641,240410.7276,253470.2681,244351.3112,242716.7931,224720.8092,254326.4953,266688.365,A0AVT1,UBA6
PG257424,sp|O75152|ZC11A_HUMAN Zinc finger CCCH domain-containing protein 11A OS=Homo sapiens GN=ZC3H11A PE=1 SV=3,810,44.44,44.44,12.1,1,118,33,0,17,16,0,0,17,16,206273.0043,205425.6789,262600.1407,229268.6007,169578.5546,237935.1208,225732.0836,236888.6937,251916.8047,264674.2391,O75152,ZC3H11A
PG262651,tr|E7EVA0|E7EVA0_HUMAN Microtubule-associated protein OS=Homo sapiens GN=MAP4 PE=1 SV=1,2297,28.17,16.11,9.273,1,312,67,27,29,28,11,0,17,17,152190.1391,154503.1034,161701.6869,163811.7038,145663.6384,154312.9233,148976.1233,159681.2434,160272.4738,163840.4086,E7EVA0,MAP4
PG250283,sp|O14646|CHD1_HUMAN Chromodomain-helicase-DNA-binding protein 1 OS=Homo sapiens GN=CHD1 PE=1 SV=2,1710,32.46,29.47,5.965,1,181,53,5,19,19,2,0,17,17,187292.2449,195353.4464,304383.4579,273784.844,207423.361,279319.0014,252574.7067,277170.9747,285137.8279,282846.6983,O14646,CHD1
PG254679,sp|Q9Y263|PLAP_HUMAN Phospholipase A-2-activating protein OS=Homo sapiens GN=PLAA PE=1 SV=2,795,34.34,34.34,8.931,1,70,26,0,17,17,0,0,17,17,226692.2437,235673.7335,198763.1064,210758.981,219732.7363,211891.8764,208336.8885,212824.235,210925.9186,207344.8667,Q9Y263,PLAA
PG252897,sp|Q9HC38-2|GLOD4_HUMAN Isoform 2 of Glyoxalase domain-containing protein 4 OS=Homo sapiens GN=GLOD4,298,78.52,78.52,14.77,1,91,22,0,18,16,0,0,17,15,400355.4009,409336.2989,412130.4686,437287.594,444147.9368,385253.6377,424870.6179,404185.2504,405275.329,425078.1045,Q9HC38-2,GLOD4
PG243355,sp|Q04759|KPCT_HUMAN Protein kinase C theta type OS=Homo sapiens GN=PRKCQ PE=1 SV=3,706,38.1,34.28,9.49,2,54,26,4,19,17,2,0,17,15,238113.3804,243572.5086,227877.893,238323.4084,208161.3836,222983.6435,224448.7105,227341.6844,217792.0187,222299.2213,Q04759|A0A087X0I9,PRKCQ
PG251068,sp|Q13617-2|CUL2_HUMAN Isoform 2 of Cullin-2 OS=Homo sapiens GN=CUL2,764,37.83,37.83,4.058,3,64,25,0,17,15,0,0,17,15,284232.2272,279085.2463,259098.5575,277330.6502,270923.9127,249292.082,262932.721,249575.6321,249483.6513,254061.176,Q13617|Q13617-2|A0A0A0MTN0,CUL2
PG256586,sp|O60763-2|USO1_HUMAN Isoform 2 of General vesicular transport factor p115 OS=Homo sapiens GN=USO1,973,34.84,34.84,8.222,2,86,27,0,17,15,0,0,17,15,177373.6617,182920.863,175973.272,166404.725,164758.2135,159653.0334,172919.2834,168381.4854,171173.6501,170641.019,O60763|O60763-2,USO1
PG245384,sp|P35251|RFC1_HUMAN Replication factor C subunit 1 OS=Homo sapiens GN=RFC1 PE=1 SV=4,1148,40.59,40.59,9.408,2,166,51,0,17,17,0,0,17,17,302221.9491,286213.9584,362405.7623,341775.5483,237373.0942,343324.0804,310178.8185,345320.7117,348744.2418,350144.3714,P35251|P35251-2,RFC1
PG243380,sp|P05455|LA_HUMAN Lupus La protein OS=Homo sapiens GN=SSB PE=1 SV=2,408,59.56,59.56,33.58,1,160,33,0,17,14,0,0,17,14,331841.9519,356262.7198,321552.761,343392.9238,319659.5372,305006.3952,319110.9421,308657.154,304595.8964,297370.4945,P05455,SSB
PG244545,sp|Q86U86|PB1_HUMAN Protein polybromo-1 OS=Homo sapiens GN=PBRM1 PE=1 SV=1,1689,29.31,29.31,3.197,2,143,47,0,17,15,0,0,17,15,188334.2018,179728.6286,223265.6206,203600.0362,162885.4893,218633.7459,199758.7065,210905.7053,214857.627,221307.7309,Q86U86|Q86U86-8,PBRM1
PG250829,sp|Q10570|CPSF1_HUMAN Cleavage and polyadenylation specificity factor subunit 1 OS=Homo sapiens GN=CPSF1 PE=1 SV=2,1443,38.05,38.05,8.247,1,114,45,0,17,17,0,0,17,17,162592.586,158626.3464,141943.4974,146580.0013,153389.6224,149894.9775,150166.366,147739.6622,143282.6163,149496.3451,Q10570,CPSF1
PG245840,sp|P42224|STAT1_HUMAN Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens GN=STAT1 PE=1 SV=2,750,31.47,31.47,2.533,1,70,20,0,17,15,0,1.43583184105541E-317,17,15,185896.5176,184549.9689,163716.3783,175326.8642,173024.5881,166270.2789,168884.992,167851.9661,157300.2893,163772.1723,P42224,STAT1
PG256688,sp|Q9Y5J1|UTP18_HUMAN U3 small nucleolar RNA-associated protein 18 homolog OS=Homo sapiens GN=UTP18 PE=1 SV=3,556,47.48,47.48,11.15,1,67,20,0,17,14,0,3.73E-300,17,14,191324.1037,198459.7877,224110.2489,210624.3105,157409.6525,219643.7677,187758.2466,206635.1514,209408.8601,225879.1472,Q9Y5J1,UTP18
PG250635,sp|Q9Y224|CN166_HUMAN UPF0568 protein C14orf166 OS=Homo sapiens GN=C14orf166 PE=1 SV=1,244,77.05,77.05,18.03,1,77,20,0,18,13,0,6.08E-300,17,13,244178.7943,234651.8719,199511.9746,206241.6029,217170.0219,208272.5995,211108.2728,194089.1085,211119.0926,217357.1944,Q9Y224,C14orf166
PG251820,sp|P25685|DNJB1_HUMAN DnaJ homolog subfamily B member 1 OS=Homo sapiens GN=DNAJB1 PE=1 SV=4,340,59.12,55.59,15.88,1,75,23,1,18,16,1,8.40E-300,17,15,217308.7453,222892.4082,215074.4721,210549.1573,209816.7742,211849.1111,206002.2306,199851.3936,206122.6414,197819.2836,P25685,DNAJB1
PG247345,sp|Q8NBS9|TXND5_HUMAN Thioredoxin domain-containing protein 5 OS=Homo sapiens GN=TXNDC5 PE=1 SV=2,432,49.31,47.92,2.083,1,73,19,1,17,14,0,1.06E-286,17,14,261116.7923,253662.921,245812.7456,247159.8694,248759.6048,226706.3439,242289.7502,223982.3019,225022.8074,218016.0299,Q8NBS9,TXNDC5
PG252249,sp|P39748|FEN1_HUMAN Flap endonuclease 1 OS=Homo sapiens GN=FEN1 PE=1 SV=1,380,53.95,53.95,13.16,1,81,20,0,17,13,0,3.11E-283,17,13,125117.0862,131342.2808,142689.2171,146323.4374,124018.0613,137582.8779,132093.9863,141602.8596,136906.1785,139767.6457,P39748,FEN1
PG242523,tr|A0A087WZN1|A0A087WZN1_HUMAN Isocitrate dehydrogenase [NAD] subunit; mitochondrial OS=Homo sapiens GN=IDH3B PE=1 SV=1,387,50.39,50.39,16.8,2,78,21,1,17,14,0,2.79E-279,17,14,188075.7941,178613.7391,171660.6306,175967.0891,169691.9847,171067.034,169820.0333,168216.6045,171029.7125,165239.7771,O43837|A0A087WZN1,IDH3B
PG251084,sp|Q7L2H7|EIF3M_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens GN=EIF3M PE=1 SV=1,374,50.8,49.2,17.11,1,68,18,1,17,13,0,4.55E-278,17,13,210097.8333,212650.4779,180884.626,189262.7626,199544.7269,175156.705,188185.1085,192813.7567,185706.7161,186968.0013,Q7L2H7,EIF3M
PG244912,sp|P40937|RFC5_HUMAN Replication factor C subunit 5 OS=Homo sapiens GN=RFC5 PE=1 SV=1,340,58.24,58.24,14.12,1,73,18,0,18,12,0,3.46E-265,17,12,238157.8735,246265.3735,200909.8601,216849.4234,209429.7674,194342.2824,199391.5778,195960.9307,186911.082,186703.1071,P40937,RFC5
PG245606,sp|P05388|RLA0_HUMAN 60S acidic ribosomal protein P0 OS=Homo sapiens GN=RPLP0 PE=1 SV=1,317,52.05,52.05,9.148,1,114,16,0,17,10,0,2.21E-261,17,10,346316.0381,333864.809,291637.6434,303032.3431,327403.8036,286724.8205,308710.3469,291620.022,265296.1425,274695.8275,P05388,RPLP0
PG242227,sp|Q9NWY4|HPF1_HUMAN Histone PARylation factor 1 OS=Homo sapiens GN=HPF1 PE=1 SV=2,346,52.6,52.6,15.9,1,46,18,0,17,14,0,2.35E-261,17,14,247315.8241,233170.4111,242475.1993,248731.0011,222362.3167,230282.1646,231165.092,229799.4466,239088.2966,231299.1497,Q9NWY4,HPF1
PG253001,sp|O60547|GMDS_HUMAN GDP-mannose 4;6 dehydratase OS=Homo sapiens GN=GMDS PE=1 SV=1,372,54.84,54.84,1.613,1,61,19,0,17,14,0,1.57E-250,17,14,275347.5782,277858.2652,265324.0389,287327.3484,259935.3837,263928.1595,258126.3549,261584.8557,254214.0504,256297.3129,O60547,GMDS
PG245659,sp|P62249|RS16_HUMAN 40S ribosomal protein S16 OS=Homo sapiens GN=RPS16 PE=1 SV=2,146,80.14,80.14,32.88,1,95,18,0,17,11,0,2.98E-250,17,11,425937.5591,379308.9456,420569.2669,445968.0339,386305.9513,436030.314,412143.3807,430641.3878,430624.1973,435222.9712,P62249,RPS16
PG255589,tr|K7ELC2|K7ELC2_HUMAN 40S ribosomal protein S15 OS=Homo sapiens GN=RPS15 PE=1 SV=1,152,52.63,52.63,11.18,5,60,8,0,17,6,0,6.19E-109,17,6,125723.9753,121265.0591,127802.9777,136116.2368,154731.3093,139843.9628,128602.2313,129636.8108,140525.2319,142868.3132,P62841|A0A0B4J2B4|K7EM56|K7ELC2|S4R417,RPS15
PG242408,sp|P23588-2|IF4B_HUMAN Isoform 2 of Eukaryotic translation initiation factor 4B OS=Homo sapiens GN=EIF4B,572,70.1,53.5,38.64,1,362,67,22,28,25,9,0,18,16,251760.3888,273372.4184,260199.3747,271326.7534,301262.1878,252470.2617,256236.3639,254332.9511,257939.3636,255925.4864,P23588-2,EIF4B
PG255031,sp|Q9Y520-7|PRC2C_HUMAN Isoform 7 of Protein PRRC2C OS=Homo sapiens GN=PRRC2C,2898,22.67,21.81,5.452,6,186,62,4,20,19,2,0,18,17,219013.6428,220265.96,229270.0339,229229.3222,208377.163,222410.3975,217223.4544,215392.3292,208345.523,223220.2043,Q9Y520|Q9Y520-4|Q9Y520-5|Q9Y520-6|Q9Y520-7|E7EPN9,PRRC2C
PG244882,sp|Q06124-2|PTN11_HUMAN Isoform 2 of Tyrosine-protein phosphatase non-receptor type 11 OS=Homo sapiens GN=PTPN11,593,53.79,53.79,6.745,1,80,29,0,18,16,0,0,18,16,216363.2304,215998.7197,192671.4519,197829.5823,197364.0976,187916.4768,197895.9024,195564.9008,209291.4836,210899.1164,Q06124-2,PTPN11
PG266003,tr|A0A0J9YXZ5|A0A0J9YXZ5_HUMAN Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1,1191,58.19,28.46,13.85,1,208,62,35,41,36,18,0,18,17,299466.1725,308609.7807,280013.2872,266841.9964,272627.6934,279081.1229,278929.3272,275160.2521,282526.2862,288855.6031,A0A0J9YXZ5,IQGAP1
PG245875,sp|Q13573|SNW1_HUMAN SNW domain-containing protein 1 OS=Homo sapiens GN=SNW1 PE=1 SV=1,536,51.12,51.12,12.87,1,207,28,1,18,18,0,0,18,18,279804.2518,259701.7095,329887.6985,304946.5587,228563.115,312426.5668,287174.76,301281.0331,331940.51,341531.4997,Q13573,SNW1
PG251794,tr|G3V180|G3V180_HUMAN Dipeptidyl peptidase 3 OS=Homo sapiens GN=DPP3 PE=1 SV=1,757,54.43,54.43,4.095,3,95,33,0,18,18,0,0,18,18,235270.8144,246256.0976,256821.5094,269810.8976,262697.1338,250795.4666,250929.4535,247597.3959,250618.3834,258088.5486,Q9NY33|G3V1D3|G3V180,DPP3
PG251482,sp|O60231|DHX16_HUMAN Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Homo sapiens GN=DHX16 PE=1 SV=2,1041,35.64,34.77,7.205,1,117,36,2,21,19,2,0,18,17,305525.2081,298263.3656,281185.9791,276657.8953,255616.0912,279064.2957,275669.6552,272478.1436,275022.3492,282784.0035,O60231,DHX16
PG244858,sp|P25786-2|PSA1_HUMAN Isoform Long of Proteasome subunit alpha type-1 OS=Homo sapiens GN=PSMA1,269,87.36,87.36,25.28,2,113,25,0,21,18,0,0,18,17,248885.7472,243263.3575,243060.8611,245372.1788,270617.9621,243801.2193,250268.5865,240815.4696,256169.3706,250164.7278,P25786|P25786-2,PSMA1
PG251402,sp|Q9BUQ8|DDX23_HUMAN Probable ATP-dependent RNA helicase DDX23 OS=Homo sapiens GN=DDX23 PE=1 SV=3,820,47.68,47.68,9.756,1,147,44,0,18,18,0,0,18,18,225263.6152,221708.2551,260345.4311,225406.5714,195625.5437,242671.7266,242545.1862,226396.7516,259496.0533,249120.3021,Q9BUQ8,DDX23
PG245565,sp|P46777|RL5_HUMAN 60S ribosomal protein L5 OS=Homo sapiens GN=RPL5 PE=1 SV=3,297,60.94,60.94,26.26,1,146,27,0,18,10,0,0,18,10,282565.6726,263757.2691,276630.7649,281386.6723,280104.2986,268528.4791,278903.7267,277644.6218,272498.3463,276480.61,P46777,RPL5
PG255932,sp|Q15424-4|SAFB1_HUMAN Isoform 4 of Scaffold attachment factor B1 OS=Homo sapiens GN=SAFB,916,45.41,28.6,20.96,1,249,56,18,27,21,8,0,18,13,253922.8153,241506.3079,272914.8264,262452.892,264932.2144,257723.1733,263530.7668,253142.8615,267082.0153,267325.8902,Q15424-4,SAFB
PG255819,sp|Q9Y230|RUVB2_HUMAN RuvB-like 2 OS=Homo sapiens GN=RUVBL2 PE=1 SV=3,463,70.84,70.84,14.25,1,124,29,0,18,16,0,0,18,16,361584.3182,361075.4805,319193.6559,336071.0668,325019.1237,297628.8793,297610.9056,302744.6107,295191.2722,286938.698,Q9Y230,RUVBL2
PG246204,sp|Q92797|SYMPK_HUMAN Symplekin OS=Homo sapiens GN=SYMPK PE=1 SV=2,1274,40.11,39.56,9.341,1,130,44,1,19,18,0,0,18,17,226070.0913,241710.4242,221980.4153,234226.7126,220307.6981,206827.4974,206871.3852,223068.8333,211906.7043,205259.0302,Q92797,SYMPK
PG242167,tr|A0A0G2JIW1|A0A0G2JIW1_HUMAN Heat shock 70 kDa protein 1B OS=Homo sapiens GN=HSPA1B PE=1 SV=1,642,47.04,40.81,5.919,2,110,27,5,23,19,2,0,18,16,259219.5426,261788.8719,256565.5859,273890.3061,254993.4413,235803.0314,252398.3771,239105.6164,276060.7698,266232.9847,P0DMV9|A0A0G2JIW1,HSPA1B
PG248565,sp|P27695|APEX1_HUMAN DNA-(apurinic or apyrimidinic site) lyase OS=Homo sapiens GN=APEX1 PE=1 SV=2,318,62.89,62.89,42.14,1,87,27,0,18,15,0,0,18,15,176980.4801,194161.8636,173982.154,175438.1128,178421.5619,175717.3805,175830.0013,181283.9252,182818.1065,184549.3838,P27695,APEX1
PG242154,tr|G8JLB6|G8JLB6_HUMAN Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens GN=HNRNPH1 PE=1 SV=1,472,60.59,33.26,10.17,2,353,28,17,36,16,11,0,18,5,158757.3737,157197.3782,143407.4474,142508.4216,147152.5988,139392.3986,132712.1354,129479.0509,142059.3711,138857.7861,P31943|G8JLB6,HNRNPH1
PG242131,sp|Q01581|HMCS1_HUMAN Hydroxymethylglutaryl-CoA synthase; cytoplasmic OS=Homo sapiens GN=HMGCS1 PE=1 SV=2,520,51.15,51.15,13.46,1,82,22,0,19,17,0,0,18,16,364060.3619,366522.6394,285538.402,310307.1068,316784.7401,292831.868,311141.9189,300859.2956,303901.1147,302657.2766,Q01581,HMGCS1
PG253593,sp|P40926|MDHM_HUMAN Malate dehydrogenase; mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3,338,65.98,65.98,13.31,1,155,21,0,18,14,0,0,18,14,436457.0407,413357.736,341605.6816,349728.3728,385554.359,332412.5881,346776.453,331564.0268,345221.4529,326019.7571,P40926,MDH2
PG250839,sp|Q9BZJ0|CRNL1_HUMAN Crooked neck-like protein 1 OS=Homo sapiens GN=CRNKL1 PE=1 SV=4,848,29.6,29.6,8.255,4,74,27,0,18,18,0,0,18,18,304868.5562,289564.0375,296105.7769,295316.8671,274588.4702,289305.4458,283321.4206,282806.6861,283442.5186,274661.5846,Q9BZJ0|Q9BZJ0-2|Q9BZJ0-3|Q5JY65,CRNKL1
PG244044,sp|P28331-2|NDUS1_HUMAN Isoform 2 of NADH-ubiquinone oxidoreductase 75 kDa subunit; mitochondrial OS=Homo sapiens GN=NDUFS1,741,45.34,45.34,6.073,3,66,28,0,19,18,0,0,18,17,330513.8194,331228.8459,289122.4852,292296.4696,299433.9873,294552.5914,277727.5058,271396.7794,274595.1165,287513.4542,P28331|P28331-2|P28331-4,NDUFS1
PG254706,sp|P36871|PGM1_HUMAN Phosphoglucomutase-1 OS=Homo sapiens GN=PGM1 PE=1 SV=3,562,49.29,49.29,5.338,1,130,24,0,18,18,0,0,18,18,281186.9215,276827.4044,249693.2362,266962.0566,263606.6314,258689.8489,263996.0782,253550.6949,264509.039,256732.9541,P36871,PGM1
PG245163,sp|Q8IXT5|RB12B_HUMAN RNA-binding protein 12B OS=Homo sapiens GN=RBM12B PE=1 SV=2,1001,49.35,49.35,14.79,1,267,52,0,18,16,0,0,18,16,213582.8316,221301.8595,223692.5485,215378.6318,205418.7016,201255.4694,240259.4316,213499.6456,203054.5937,209773.5154,Q8IXT5,RBM12B
PG253230,sp|O75367|H2AY_HUMAN Core histone macro-H2A.1 OS=Homo sapiens GN=H2AFY PE=1 SV=4,372,60.48,53.49,11.56,3,135,22,2,20,16,2,0,18,14,218732.2772,201978.16,260066.2634,245919.7797,195234.7136,306614.8718,227929.958,250249.0646,259625.4877,266751.965,O75367|O75367-2|O75367-3,H2AFY
PG249441,sp|Q13867|BLMH_HUMAN Bleomycin hydrolase OS=Homo sapiens GN=BLMH PE=1 SV=1,455,53.85,53.85,12.97,1,65,21,0,18,16,0,0,18,16,214013.8491,215758.2305,205636.1367,203611.139,208293.0359,198972.473,200450.3365,193747.4406,214911.5097,215000.343,Q13867,BLMH
PG247263,sp|Q2NL82|TSR1_HUMAN Pre-rRNA-processing protein TSR1 homolog OS=Homo sapiens GN=TSR1 PE=1 SV=1,804,32.09,32.09,10.2,1,75,27,0,19,18,0,0,18,18,272155.6711,266102.251,264165.8214,262387.9529,252044.0521,274974.6741,245136.6998,331570.2987,267923.5805,258127.7308,Q2NL82,TSR1
PG249906,sp|Q14692|BMS1_HUMAN Ribosome biogenesis protein BMS1 homolog OS=Homo sapiens GN=BMS1 PE=1 SV=1,1282,26.29,26.29,2.106,1,79,28,0,18,17,0,0,18,17,235006.2704,244493.77,253703.7985,234026.1722,212424.0935,247566.8285,229869.1689,238858.09,249496.8949,259169.7466,Q14692,BMS1
PG245037,sp|Q86YV0|RASL3_HUMAN RAS protein activator like-3 OS=Homo sapiens GN=RASAL3 PE=1 SV=2,1011,46.09,46.09,10.78,1,250,49,1,19,18,0,0,18,17,189556.5377,186261.5169,167292.8579,174009.4754,169459.6911,190233.0627,176285.4295,183666.1876,172709.9183,163614.7056,Q86YV0,RASAL3
PG247499,sp|P54578|UBP14_HUMAN Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens GN=USP14 PE=1 SV=3,494,62.55,62.55,22.67,1,81,32,0,19,14,0,0,18,14,185929.025,204384.3698,195472.4844,202964.3246,186414.1879,183579.5765,185387.1499,190281.063,177714.5837,179561.2894,P54578,USP14
PG249524,sp|P07384|CAN1_HUMAN Calpain-1 catalytic subunit OS=Homo sapiens GN=CAPN1 PE=1 SV=1,714,41.88,41.88,8.403,1,80,28,0,19,17,0,0,18,17,297454.5045,296916.2916,282656.3589,284532.5188,280597.3256,262715.067,281687.2435,261928.6933,282981.1569,271299.3637,P07384,CAPN1
