Protein Group Name	Representative Protein Description	Total Amino Acids	Sequence Coverage (%)	Sequence Coverage Unshared only (%)	Sequence Redundancy (%)	Numbers of Proteins	# of PSMs	# of Unique Peptides	# Shared Peptides	# PSMs in Experiment	# Unique Seq in Experiment	# Shared Peptides in Experiment	P-Score	# Quantified PSMs	# Quantified Peptides	_Genome_0Min_(TMT 127C PCN)	_Genome_0Min_(TMT 128N PCN)	_Env_60Min_(TMT 129C PCN)	_Env_60Min_(TMT 130N PCN)	_Genome_60Min_(TMT 130C PCN)	_Genome_60Min_(TMT 131N PCN)	Uniprot IDs	Gene Names	Uniprot	tmpSum	0min_1	0min_2	60min_1	60min_2	mean0min	mean60min	log060	pVal060	qVal060
PG255827	sp|Q8N357|S35F6_HUMAN Solute carrier family 35 member F6 OS=Homo sapiens GN=SLC35F6 PE=1 SV=1	371	6.739	6.739	0.0	1	7	2	0	1	1	0	2.14e-25	1	1	6047.161341	7332.118884	6531.639143	5648.729906	6481.797912	5119.276517	Q8N357	SLC35F6	Q8N357	27360.243834	7241.4230855000005	8016.5497665	6859.6935085000005	5335.60654875	7628.986426	6097.650028625	-0.3232380458020263	0.0705964869340057	0.229439503452696
PG248922	sp|Q9NWL6|ASND1_HUMAN Asparagine synthetase domain-containing protein 1 OS=Homo sapiens GN=ASNSD1 PE=2 SV=2	643	6.065	6.065	0.0	2	2	2	0	1	1	0	4.4300000000000005e-27	1	1	6152.506456	7999.717612	6687.38993	7515.238397	8584.696916	5820.419316	Q9NWL6|C9IYZ1	ASNSD1	Q9NWL6	27359.972813	6863.788703	7275.4019069999995	5665.4992305	7531.75450375	7069.595305	6598.626867125	-0.09946179122209031	0.488534549809649	0.517320363249418
PG255040	sp|Q9H8P0|PORED_HUMAN Polyprenol reductase OS=Homo sapiens GN=SRD5A3 PE=1 SV=1	318	6.604	6.604	0.0	1	2	2	0	1	1	0	1.2699999999999999e-24	1	1	9179.788011	6866.470666	8848.510684	7611.693793	8698.809666	9605.723114	Q9H8P0	SRD5A3	Q9H8P0	27326.455048999997	5539.4134324999995	5913.0552020000005	7981.8494245	7821.5129235	5726.2343172500005	7901.681174	0.4645729294318916	0.0015839782769669	0.044676022047915
PG246838	sp|Q92994|TF3B_HUMAN Transcription factor IIIB 90 kDa subunit OS=Homo sapiens GN=BRF1 PE=1 SV=1	677	11.82	11.82	0.0	4	9	4	0	1	1	0	4.0800000000000004e-66	1	1	7083.438061	6542.13086	6417.288112	7493.051903	6951.314897	7003.010459	Q92994|Q92994-5|Q92994-7|Q92994-8	BRF1	Q92994	27295.302324	6605.06159125	7331.9214790000005	5793.2674285	7472.320154	6968.491535125	6632.79379125	-0.07122971639433642	0.600858681985648	0.560370107358992
PG250383	sp|Q9UFF9|CNOT8_HUMAN CCR4-NOT transcription complex subunit 8 OS=Homo sapiens GN=CNOT8 PE=1 SV=1	292	8.562	8.562	0.0	4	3	2	0	1	1	0	1.35e-28	1	1	5063.41343	6937.612015	6179.833141	6709.231002	7302.538677	7153.480146	Q9UFF9|Q9UFF9-2|Q9UFF9-3|B7Z9U0	CNOT8	Q9UFF9	27254.289905999998	5988.802389	7046.9625225	7331.9214790000005	6821.76704	6517.88245575	7076.8442595	0.11870283559796473	0.299406705453805	0.407221831120329
PG252780	sp|P62879|GBB2_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens GN=GNB2 PE=1 SV=3	340	39.12	16.47	5.588	1	68	12	8	8	6	5	3.15e-182	1	1	5931.330905	5732.109823	6109.595084	6399.506483	7154.80637	7107.891614	P62879	GNB2	P62879	27242.216715	7668.70568725	6133.25956875	6419.91910675	6957.387358	6900.982628	6688.653232375	-0.04508604936699556	0.784357333700656	0.62506556284306
PG249737	sp|P14209|CD99_HUMAN CD99 antigen OS=Homo sapiens GN=CD99 PE=1 SV=1	185	34.59	12.97	12.97	1	36	5	3	3	1	0	6.94e-75	3	1	7159.155122	7024.499019	6236.336856	7237.065436	7430.02671	8025.561353	P14209	CD99	P14209	27192.967124	6337.019446	6883.9195684999995	7058.51396875	6899.59534075	6610.46950725	6979.05465475	0.07827888745597701	0.340986013312242	0.434995394004438
PG247578	sp|Q9H6Y2|WDR55_HUMAN WD repeat-containing protein 55 OS=Homo sapiens GN=WDR55 PE=1 SV=2	383	25.33	25.33	5.483	1	24	7	0	3	3	0	3.22e-115	3	3	6295.839785	7077.866677	6076.409949	7378.508741	6466.410302	8834.777726	Q9H6Y2	WDR55	Q9H6Y2	27128.893955	6133.25956875	6337.019446	7196.13555775	7405.748653000001	6235.139507375	7300.942105375	0.22766079993190474	0.020669162211971	0.147249089953502
PG248285	tr|A0A0A0MSS8|A0A0A0MSS8_HUMAN Aldo-keto reductase family 1 member C3 OS=Homo sapiens GN=AKR1C3 PE=1 SV=1	323	49.85	49.85	18.89	2	31	13	0	2	2	0	1.44e-182	2	2	6545.540776	5722.077369	6815.882092	7434.932591	7048.992203	7652.763209	P42330|A0A0A0MSS8	AKR1C3	A0A0A0MSS8	27084.70874	6082.817371249999	6406.46771625	7589.7151665	6970.09248075	6244.64254375	7279.903823625	0.22130039944558944	0.0408574202316176	0.188793663465565
PG244095	sp|Q12986|NFX1_HUMAN Transcriptional repressor NF-X1 OS=Homo sapiens GN=NFX1 PE=1 SV=2	1120	8.839	8.839	2.232	2	34	9	0	1	1	0	5.68e-128	1	1	7568.744324	6542.394085	6298.058336	7269.162575	7330.549421	6930.444671	Q12986|Q12986-2	NFX1	Q12986	27068.557912999997	6354.65934075	7177.1766675	6601.28295925	6741.24731375	6765.918004125	6671.2651365	-0.02032531371500541	0.845074033365422	0.645691898693036
PG246313	sp|Q9BQ70|TCF25_HUMAN Transcription factor 25 OS=Homo sapiens GN=TCF25 PE=1 SV=1	676	26.04	26.04	2.219	1	23	13	0	1	1	0	7.72e-173	1	1	6784.420588	7891.654195	7188.802229	7738.867958	9584.951695	9226.063103	Q9BQ70	TCF25	Q9BQ70	27044.579919000003	5673.286630750001	5412.45288625	8449.5285785	7396.94083025	5542.869758500001	7923.234704375	0.5154564299550918	0.0031307396776337	0.0646125290928825
PG249414	sp|P04920|B3A2_HUMAN Anion exchange protein 2 OS=Homo sapiens GN=SLC4A2 PE=1 SV=4	1241	10.07	10.07	0.0	3	16	8	0	1	1	0	3.63e-111	1	1	6826.263528	6438.74681	7002.087676	7583.427953	8319.2983	8150.348449	P04920|P04920-2|P04920-3	SLC4A2	P04920	26927.203498000003	6905.066122	7032.36843725	6957.387358	6143.82131475	6968.717279625	6550.604336375	-0.08926511511237625	0.339765200902548	0.434605492746576
PG255385	sp|Q9H1D9|RPC6_HUMAN DNA-directed RNA polymerase III subunit RPC6 OS=Homo sapiens GN=POLR3F PE=1 SV=1	316	13.92	13.92	0.0	1	10	4	0	1	1	0	1.1e-56	1	1	7407.42391	6581.097179	6740.598282	6451.916866	7072.706025	7067.636887	Q9H1D9	POLR3F	Q9H1D9	26907.342786999998	6910.912745	7638.30355025	6097.24047025	6316.78245625	7274.608147625	6207.01146325	-0.2289707279099059	0.0398862666436029	0.186895395105089
PG252103	sp|Q56P03|EAPP_HUMAN E2F-associated phosphoprotein OS=Homo sapiens GN=EAPP PE=1 SV=4	285	20.0	20.0	3.158	3	12	5	0	1	1	0	4.0100000000000005e-73	1	1	6626.101102	7323.576521	7241.161101	5987.718303	5860.317862	5674.952445	Q56P03|A0A087X060|G3V2W9	EAPP	Q56P03	26830.21524	6428.5110195	7043.37035125	7396.94083025	6105.49564025	6735.940685375	6751.21823525	0.00326842072497545	0.988142412212458	0.679169141880397
PG254615	sp|Q15120-2|PDK3_HUMAN Isoform 2 of [Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3; mitochondrial OS=Homo sapiens GN=PDK3	415	5.783	5.783	0.0	2	6	2	0	1	1	0	2.94e-25	1	1	6299.571706	6376.065426	4927.879667	6293.825962	4555.611876	5976.003727	Q15120|Q15120-2	PDK3	Q15120-2	26720.130359000002	7578.22571675	6970.09248075	6619.187863	5502.73875225	7274.15909875	6060.963307625	-0.26323337177284556	0.0700525779657257	0.228921482357778
PG252730	sp|Q68CQ7|GL8D1_HUMAN Glycosyltransferase 8 domain-containing protein 1 OS=Homo sapiens GN=GLT8D1 PE=1 SV=2	371	6.469	6.469	0.0	1	2	2	0	1	1	0	1.3700000000000001e-27	1	1	6624.484557	5657.647211	7057.719862	5852.72022	6191.866227	6198.972847	Q68CQ7	GLT8D1	Q68CQ7	26697.028856999998	5580.5482105	8056.86382325	6666.5401595	6367.59249575	6818.7060168749995	6517.066327625	-0.06527530746219391	0.83271702067602	0.642151381845827
PG249052	sp|Q9Y4B4|ARIP4_HUMAN Helicase ARIP4 OS=Homo sapiens GN=RAD54L2 PE=1 SV=4	1467	16.7	16.7	0.818	1	45	15	0	2	2	0	1.05e-198	2	2	6438.929749	6790.143181	5601.759003	4160.404256	6744.981721	5959.47308	Q9Y4B4	RAD54L2	Q9Y4B4	26545.984401	6431.6334165	6484.7776352500005	6685.6835627499995	6919.7952235	6458.205525875001	6802.739393125	0.07498246781241961	0.306914380884994	0.413288770452297
PG251886	sp|Q07864|DPOE1_HUMAN DNA polymerase epsilon catalytic subunit A OS=Homo sapiens GN=POLE PE=1 SV=5	2286	11.46	11.46	1.181	2	37	22	0	2	2	0	3.44e-287	2	2	7391.862206	7946.339673	7135.969503	7152.031715	6850.730308	9106.223971	Q07864|F5H1D6	POLE	Q07864	26504.11508	6051.839532	6105.49564025	6883.9195684999995	7440.7055215	6078.6675861250005	7162.312545	0.236670348850235	0.0257422433473337	0.157936381019564
PG248265	sp|Q2VPB7|AP5B1_HUMAN AP-5 complex subunit beta-1 OS=Homo sapiens GN=AP5B1 PE=1 SV=4	878	2.164	2.164	0.0	1	4	2	0	2	2	0	9.01e-30	2	2	6096.592395	6560.883413	5684.850301	6729.121886	8036.482382	8591.954358	Q2VPB7	AP5B1	Q2VPB7	26474.982491999996	6202.7464935	5093.8344355	8823.723261	6250.73269825	5648.2904645	7537.2279796249995	0.4162197493341038	0.101734999651745	0.263615381434676
PG253398	sp|Q9UDY8-2|MALT1_HUMAN Isoform 2 of Mucosa-associated lymphoid tissue lymphoma translocation protein 1 OS=Homo sapiens GN=MALT1	813	7.626	7.626	0.0	1	9	5	0	1	1	0	5.649999999999999e-69	1	1	6663.198697	6985.194145	4431.491555	6037.906621	7152.945735	7904.718239	Q9UDY8-2	MALT1	Q9UDY8-2	26423.380269	7286.752164	7981.8494245	5259.94943975	6162.0438605	7634.300794250001	5710.996650125	-0.41875349202779194	0.0124169999425705	0.122896782876866
PG242506	sp|P24001-2|IL32_HUMAN Isoform 2 of Interleukin-32 OS=Homo sapiens GN=IL32	188	16.49	16.49	0.0	5	7	2	0	1	1	0	1.8899999999999999e-28	1	1	9227.181126	7134.055542	6846.253776	7307.271467	7855.857893	6711.853989	P24001-2|P24001-3|P24001-4|P24001-6|C6GKH1	IL32	P24001-2	26352.898502	6510.0198015000005	6250.73269825	6560.62836975	6910.912745	6380.376249875	6735.770557375	0.07820149425726973	0.321144650884927	0.421255128406757
PG258256	tr|A8K070|A8K070_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens GN=GPS1 PE=1 SV=1	526	34.79	1.901	13.5	3	84	19	18	9	7	6	4.91e-283	1	1	6122.672356	6934.734953	6257.740272	6547.678222	5435.583795	6126.80953	A8K070|A0A096LPJ3|A0A096LP07	GPS1	A8K070	26334.432611	6982.974194750001	7205.868227	6273.7035080000005	5857.3234825	7094.421210875	6065.51349525	-0.22605520225611733	0.0284511530177234	0.167821060633991
PG246413	sp|Q01664|TFAP4_HUMAN Transcription factor AP-4 OS=Homo sapiens GN=TFAP4 PE=1 SV=2	338	33.14	33.14	18.93	1	58	13	0	2	2	0	1.55e-170	2	2	6996.778152	6465.399156	5328.72108	6059.777856	6434.834308	8261.791721	Q01664	TFAP4	Q01664	26252.56696	6231.5286115	6910.912745	7295.81586425	5907.0694635	6571.22067825	6601.442663875	0.00661994983963782	0.996889295104959	0.68208018096085
PG242077	sp|Q6AI08|HEAT6_HUMAN HEAT repeat-containing protein 6 OS=Homo sapiens GN=HEATR6 PE=1 SV=1	1181	8.806	8.298	2.371	3	22	10	1	1	1	0	4.3e-127	1	1	5440.155496	6485.631902	7061.503157	6060.383327	6913.762057	6626.812046	Q6AI08|K7EIX2|A0A087WXZ7	HEATR6	Q6AI08	26239.495686	6970.09248075	6741.24731375	5366.43902325	7275.4019069999995	6855.66989725	6320.920465125	-0.11716298303612004	0.437979294204317	0.490648653219891
PG249115	sp|P20648|ATP4A_HUMAN Potassium-transporting ATPase alpha chain 1 OS=Homo sapiens GN=ATP4A PE=2 SV=5	1035	7.053	1.836	0.0	1	18	7	5	3	3	2	1.15e-84	1	1	6657.635918	6848.246687	6043.016012	7129.57126	7815.778971	7287.361206	P20648	ATP4A	P20648	26226.377464999998	6214.61511225	6793.0016905	7440.7055215	5889.40916225	6503.808401374999	6665.057341875	0.03533253035462002	0.849039732502263	0.646796674925772
PG248065	sp|Q9Y478|AAKB1_HUMAN 5'-AMP-activated protein kinase subunit beta-1 OS=Homo sapiens GN=PRKAB1 PE=1 SV=4	270	44.81	40.74	9.63	1	28	8	1	3	3	1	3.97e-123	2	2	7026.80606	8157.872619	8016.790497	7578.456976	6386.836795	6801.404523	Q9Y478	PRKAB1	Q9Y478	26197.967448	7295.81586425	6939.1653885	5391.40803125	6641.2681555	7117.490626375	6016.3380933749995	-0.24248304515996352	0.0941797337040218	0.256523311236477
PG242586	sp|P52333|JAK3_HUMAN Tyrosine-protein kinase JAK3 OS=Homo sapiens GN=JAK3 PE=1 SV=2	1124	3.381	3.381	0.0	2	3	2	0	2	2	0	1.41e-26	1	1	7099.128883	6031.931768	6032.32324	6632.508897	7175.595014	7181.3677	P52333|P52333-2	JAK3	P52333	26187.952197000002	6316.78245625	6619.187863	6930.29899975	6380.5082085	6467.985159625	6655.403604125	0.04120978960581991	0.625537139020317	0.572510806992524
PG243216	sp|Q15334|L2GL1_HUMAN Lethal(2) giant larvae protein homolog 1 OS=Homo sapiens GN=LLGL1 PE=1 SV=3	1064	11.84	11.28	0.0	1	20	10	1	1	1	0	4.769999999999999e-131	1	1	5352.084932	7674.806627	6285.102728	6804.389121	5506.470577	6450.155164	Q15334	LLGL1	Q15334	26164.164326	6419.91910675	5980.56427375	6919.7952235	6838.9874362499995	6200.24169025	6879.391329874999	0.1499564708076464	0.0928798261164572	0.255065611681866
PG251994	tr|A0A0U1RRM6|A0A0U1RRM6_HUMAN Protein enabled homolog OS=Homo sapiens GN=ENAH PE=1 SV=1	802	13.84	13.84	1.746	3	24	9	0	1	1	0	5.699999999999999e-106	1	1	6078.061473	6768.411269	6177.942156	5197.214022	8179.236482	7547.548982	Q8N8S7-2|Q8N8S7-3|A0A0U1RRM6	ENAH	A0A0U1RRM6	26129.436544999997	7078.0493182499995	5574.29301825	7585.1724540000005	6070.7935675	6326.17116825	6827.98301075	0.11012687706578209	0.53488850469967	0.53211968704427
PG252395	sp|Q9BSK4|FEM1A_HUMAN Protein fem-1 homolog A OS=Homo sapiens GN=FEM1A PE=1 SV=1	669	5.531	5.531	0.0	1	2	2	0	1	1	0	3.98e-30	1	1	6807.795062	6908.333898	6612.410832	6633.9618	5142.162638	4341.973082	Q9BSK4	FEM1A	Q9BSK4	26028.477608	7879.41172725	7286.752164	6015.29437825	4764.864810499999	7583.081945625	5390.079594375	-0.49247773614084933	0.0143933837737768	0.129244876762806
PG250690	sp|O43310-2|CTIF_HUMAN Isoform 2 of CBP80/20-dependent translation initiation factor OS=Homo sapiens GN=CTIF	600	5.833	5.833	0.0	2	3	3	0	1	1	0	4.8200000000000006e-27	1	1	6851.854946	8692.692492	6817.0924	8310.159563	5993.271169	8197.076659	O43310|O43310-2	CTIF	O43310-2	26028.293139999998	6217.617925250001	7776.08724375	5688.2525015	6319.7185815	6996.8525845	6003.9855415	-0.22078559333963274	0.171937565276863	0.32642625869053
PG250880	sp|Q9Y6G5|COMDA_HUMAN COMM domain-containing protein 10 OS=Homo sapiens GN=COMMD10 PE=1 SV=1	202	12.87	12.87	0.0	2	4	2	0	2	2	0	1.8400000000000002e-32	2	2	5714.787904	6379.023726	7641.771991	5502.519997	6534.808162	6268.997758	Q9Y6G5|D6RJ90	COMMD10	Q9Y6G5	25973.951926	7855.36016925	5318.07781025	6773.8531845	6038.343275499999	6586.718989749999	6406.09823	-0.040114081188840925	0.943037464742391	0.669247786517136
PG255540	sp|Q96GF1|RN185_HUMAN E3 ubiquitin-protein ligase RNF185 OS=Homo sapiens GN=RNF185 PE=1 SV=1	192	12.5	12.5	0.0	2	4	2	0	1	1	0	4.04e-20	1	1	7485.879611	8981.668613	7154.203053	7145.508751	7331.920422	8122.095635	Q96GF1|A9X3U0	RNF185	Q96GF1	25927.905349	6143.82131475	6122.332078	6474.22333875	7088.489657	6133.076696375	6781.356497875	0.1449628969174374	0.122537324705076	0.284723451169987
PG246713	sp|Q99757|THIOM_HUMAN Thioredoxin; mitochondrial OS=Homo sapiens GN=TXN2 PE=1 SV=2	166	27.71	27.71	0.0	1	6	2	0	2	2	0	1.39e-38	2	2	6168.208694	5687.489348	5720.420233	7062.109282	5926.213589	6178.431282	Q99757	TXN2	Q99757	25899.806567	7531.75450375	7061.731537	5550.929114500001	5810.5831705	7296.743020375	5680.7561425	-0.36116967142170314	0.0052548140637698	0.0820401538450783
PG250736	sp|Q53ET0|CRTC2_HUMAN CREB-regulated transcription coactivator 2 OS=Homo sapiens GN=CRTC2 PE=1 SV=2	693	12.41	12.41	2.309	1	39	7	0	2	2	0	2.07e-100	2	2	7256.999961	7373.362464	5981.783137	6204.100438	6383.023152	7392.685822	Q53ET0	CRTC2	Q53ET0	25895.981437	7177.1766675	7109.4356425000005	6116.15092475	5378.43475	7143.306155	5747.292837375	-0.31370939555687316	0.0172071727470788	0.136564610918913
PG254804	sp|Q8TBX8|PI42C_HUMAN Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Homo sapiens GN=PIP4K2C PE=1 SV=3	421	16.15	16.15	3.325	2	13	6	0	1	1	0	2.3299999999999997e-74	1	1	5289.637457	6482.804603	5344.32918	6883.863366	5728.809223	6003.335486	Q8TBX8|Q8TBX8-3	PIP4K2C	Q8TBX8	25820.610595000002	7589.7151665	6354.65934075	5857.3234825	6015.29437825	6972.187253625	5936.308930375	-0.23204514383104274	0.0887399924458452	0.250520933784411
PG245592	sp|Q5T653|RM02_HUMAN 39S ribosomal protein L2; mitochondrial OS=Homo sapiens GN=MRPL2 PE=1 SV=2	305	22.3	22.3	3.934	1	12	6	0	1	1	0	2.19e-93	1	1	5757.666429	6430.37471	4860.803894	6131.491153	6236.082945	7955.155552	Q5T653	MRPL2	Q5T653	25805.026885000003	5391.40803125	6571.69641425	6428.5110195	7331.9214790000005	5981.5522227500005	6880.21624925	0.2019339956243984	0.174552760846671	0.327257523254937
PG255285	sp|P78395|PRAME_HUMAN Melanoma antigen preferentially expressed in tumors OS=Homo sapiens GN=PRAME PE=1 SV=1	509	3.34	3.34	0.0	6	2	1	0	1	1	0	2.45e-18	1	1	7125.212204	8724.540906	7108.967494	4962.633693	6862.796921	6417.129954	P78395|E7EMH2|E7EW99|A0A0G2JRX7|H7C2P3|B5MCY4	PRAME	P78395	25799.589507	6550.1439632500005	7459.02957375	6174.84939375	5580.5482105	7004.5867685	5877.698802125	-0.25304851106206255	0.0567978559916471	0.213323737157508
PG269259	tr|H3BU53|H3BU53_HUMAN MAX gene-associated protein (Fragment) OS=Homo sapiens GN=MGA PE=1 SV=1	1174	4.94	1.448	0.0	1	7	4	3	2	2	1	4.49e-51	1	1	7285.363086	7061.409046	6762.861789	7120.508156	6439.163828	7974.999309	H3BU53	MGA	H3BU53	25789.274314	7005.55118375	6587.87455775	5840.08601875	6398.37134425	6796.71287075	6119.228681500001	-0.15148736191063802	0.125359358258308	0.287691200904799
PG252597	sp|P07902|GALT_HUMAN Galactose-1-phosphate uridylyltransferase OS=Homo sapiens GN=GALT PE=1 SV=3	379	9.235	9.235	0.0	1	4	3	0	1	1	0	9.34e-34	1	1	7240.551878	5409.661298	5451.44651	7065.478984	6163.712515	6708.349977	P07902	GALT	P07902	25762.578968999995	6462.73572275	7241.4230855000005	6162.0438605	5828.581135	6852.079404125	5995.31249775	-0.19270691576420265	0.0831253980063196	0.24320537899681
PG253372	sp|Q14114|LRP8_HUMAN Low-density lipoprotein receptor-related protein 8 OS=Homo sapiens GN=LRP8 PE=1 SV=4	963	3.842	3.842	0.0	5	4	2	0	2	2	0	8.27e-40	2	2	7478.240438	6674.145845	6863.678169	7911.945816	7148.17215	7255.94079	Q14114|Q14114-2|Q14114-3|Q14114-4|E9PP15	LRP8	Q14114	25691.189682	7828.177497000001	5354.72781375	6143.82131475	6297.34133325	6591.452655375	6220.581324000001	-0.08354703921722301	0.774418874660272	0.621586656358892
PG245007	sp|Q9Y3L5|RAP2C_HUMAN Ras-related protein Rap-2c OS=Homo sapiens GN=RAP2C PE=1 SV=1	183	24.59	8.197	0.0	1	15	4	3	3	3	2	3.61e-61	1	1	4967.649073	5477.477294	5362.35298	5587.727436	6419.760996	5795.725079	Q9Y3L5	RAP2C	Q9Y3L5	25688.507419	6587.87455775	6978.47926	6168.34696125	5988.802389	6783.176908875001	6078.574675125001	-0.15822804427661663	0.0778300791958488	0.236541947528812
PG245936	sp|Q8NEM7-3|SP20H_HUMAN Isoform 3 of Transcription factor SPT20 homolog OS=Homo sapiens GN=SUPT20H	811	7.028	7.028	0.0	4	16	4	0	1	1	0	4.9399999999999995e-48	1	1	6946.883618	5988.497948	6647.259047	6704.916959	6772.922672	6888.94818	Q8NEM7|Q8NEM7-2|Q8NEM7-3|F6S7C4	SUPT20H	Q8NEM7-3	25652.969314	6258.3613350000005	6677.10910925	7405.748653000001	5366.43902325	6467.735222125	6386.093838125	-0.018326866365434683	0.837901619409823	0.644078155960178
PG254198	sp|Q96F24|NRBF2_HUMAN Nuclear receptor-binding factor 2 OS=Homo sapiens GN=NRBF2 PE=1 SV=1	287	19.16	19.16	0.0	2	7	3	0	1	1	0	4.28e-44	1	1	7434.622425	5627.906074	5779.33173	5317.04467	6864.064747	4434.405108	Q96F24|Q96F24-3	NRBF2	Q96F24	25614.679918	6874.388498	6015.29437825	7568.616452	5299.80878725	6444.841438125	6434.212619625	-0.0023812536468894316	0.912984695055904	0.660942784611685
PG243468	sp|Q86W92|LIPB1_HUMAN Liprin-beta-1 OS=Homo sapiens GN=PPFIBP1 PE=1 SV=2	1011	12.27	12.27	5.638	2	25	11	0	1	1	0	9.519999999999999e-147	1	1	5201.651659	6345.040624	5732.826481	5997.569577	6414.671503	5138.905547	Q86W92|Q86W92-4	PPFIBP1	Q86W92	25563.874806	6850.321286	6711.3522219999995	5849.37997125	6240.50434225	6780.836754	6044.94215675	-0.16573477806490144	0.0689386068559329	0.2281962918147
PG248333	sp|Q6NXT1|ANR54_HUMAN Ankyrin repeat domain-containing protein 54 OS=Homo sapiens GN=ANKRD54 PE=1 SV=2	300	26.0	26.0	0.0	1	15	6	0	1	1	0	4.74e-77	1	1	6657.18643	6396.197597	6719.004555	7358.86531	6597.077503	6762.000599	Q6NXT1	ANKRD54	Q6NXT1	25559.524991000002	7534.1817645	7578.22571675	4752.27093625	5844.2086185	7556.203740625	5298.239777375	-0.5121484662973871	0.007709080926906	0.0964193764022912
PG247605	tr|A0A0C4DFR8|A0A0C4DFR8_HUMAN Protein UXT OS=Homo sapiens GN=UXT PE=1 SV=1	169	14.79	14.79	0.0	2	3	2	0	1	1	0	3.39e-29	1	1	6541.673609	5686.105893	6082.175614	8887.135839	5976.852597	6116.825574	Q9UBK9|A0A0C4DFR8	UXT	A0A0C4DFR8	25459.608925	6398.37134425	5020.14966775	7776.08724375	6406.46771625	5709.2605060000005	7091.277480000001	0.31274165751463995	0.107958888102558	0.269924811934003
PG256802	sp|I3L1I5|YS060_HUMAN Putative uncharacterized protein LOC100996504 OS=Homo sapiens PE=5 SV=1	382	30.89	29.32	2.618	1	42	9	1	1	1	0	2.1e-111	1	1	5823.80676	5174.171156	5672.980899	4894.40382	6534.809247	7303.425977			I3L1I5	25415.838541999998	6240.50434225	7037.72161625	6293.70230575	5767.207908750001	6639.11297925	6030.45510725	-0.13872361897871505	0.208631586291534	0.355032637216782
PG250390	sp|Q9BT09|CNPY3_HUMAN Protein canopy homolog 3 OS=Homo sapiens GN=CNPY3 PE=1 SV=1	278	33.81	33.81	0.0	1	19	7	0	1	1	0	1.55e-107	1	1	5141.205521	7204.988375	5668.528655	7586.055729	6011.854685	6680.170235	Q9BT09	CNPY3	Q9BT09	25352.793719	6319.7185815	5408.2288155	6258.3613350000005	7286.752164	5863.9736985	6772.5567495000005	0.20782194468758544	0.149128597258019	0.30686443992705
PG253822	sp|Q8N4Q1-2|MIA40_HUMAN Isoform 2 of Mitochondrial intermembrane space import and assembly protein 40 OS=Homo sapiens GN=CHCHD4	155	17.42	17.42	0.0	2	2	2	0	1	1	0	2.14e-18	1	1	7276.089862	5941.185261	5990.987931	6212.466391	14166.04384	9626.022934	Q8N4Q1|Q8N4Q1-2	CHCHD4	Q8N4Q1-2	25325.647401	5305.9623945	5898.86772525	7032.36843725	7058.51396875	5602.415059875	7045.441203	0.3306411837949793	0.0104556999167824	0.112826513510482
PG248080	sp|P00519-2|ABL1_HUMAN Isoform IB of Tyrosine-protein kinase ABL1 OS=Homo sapiens GN=ABL1	1149	11.92	10.7	1.131	1	38	10	1	2	2	1	1.04e-142	1	1	8142.100866	7916.905986	8065.711944	8167.739361	8335.490387	6886.635112	P00519-2	ABL1	P00519-2	25285.095787	5818.249411	5366.43902325	8056.86382325	6082.817371249999	5592.344217125	7069.8405972499995	0.3382245236720813	0.088835048454552	0.250520933784411
PG252470	sp|Q9BZ67|FRMD8_HUMAN FERM domain-containing protein 8 OS=Homo sapiens GN=FRMD8 PE=1 SV=1	464	13.36	13.36	3.233	3	18	7	0	1	1	0	1.85e-74	1	1	5860.214041	6118.924484	6436.662866	6068.843677	5075.522518	5622.2646	Q9BZ67|Q9BZ67-2|Q9BZ67-3	FRMD8	Q9BZ67	25273.532568	6706.939634750001	5784.480969	7109.4356425000005	5898.86772525	6245.710301875	6504.151683875	0.05849524940526562	0.682398787678679	0.592608795303432
PG252098	sp|Q14674|ESPL1_HUMAN Separin OS=Homo sapiens GN=ESPL1 PE=1 SV=3	2120	4.34	4.34	0.0	1	10	7	0	1	1	0	3.65e-82	1	1	6424.691324	6014.981352	6223.126855	7135.351923	5471.391772	5606.032592	Q14674	ESPL1	Q14674	25220.70078	6763.3548814999995	6431.6334165	5898.86772525	6217.617925250001	6597.494149	6058.24282525	-0.12301876099552858	0.151327724965194	0.309480321333407
PG242480	sp|Q9H1B7|I2BPL_HUMAN Interferon regulatory factor 2-binding protein-like OS=Homo sapiens GN=IRF2BPL PE=1 SV=1	796	12.81	11.43	5.025	1	52	12	2	3	3	2	1.03e-165	1	1	7836.443655	10935.45136	6507.808547	8177.123834	4468.283182	2791.00872	Q9H1B7	IRF2BPL	Q9H1B7	25202.387002	4840.881998	5283.346310999999	7283.203279	7678.041559249999	5062.114154499999	7480.622419125	0.5634182716995823	0.0011267567258349	0.0404381572494977
