Protein Group Name	Representative Protein Description	Total Amino Acids	Sequence Coverage (%)	Sequence Coverage Unshared only (%)	Sequence Redundancy (%)	Numbers of Proteins	# of PSMs	# of Unique Peptides	# Shared Peptides	# PSMs in Experiment	# Unique Seq in Experiment	# Shared Peptides in Experiment	P-Score	# Quantified PSMs	# Quantified Peptides	Uniprot IDs	Gene Names	Uniprot	tmpSum	0min_1	0min_2	0min_3	0min_4	5min_1	5min_2	5min_3	60min_1	60min_2	60min_3	mean0min	mean5min	log05	mean60min	log060	pVal05	qVal05	pVal060	qVal060
PG256568	sp|P25490|TYY1_HUMAN Transcriptional repressor protein YY1 OS=Homo sapiens GN=YY1 PE=1 SV=2	414	32.13	32.13	17.39	1	51	14	0	2	2	0	5.91e-201	2	2	P25490	YY1	P25490	225605.54398999998	24696.311701000002	22631.818945	24860.289817999997	18200.155405	21342.901696	17292.108634	26215.068877	18244.281274	24147.090946	27619.764312000003	22597.14396725	21616.693069	-0.06399460738584188	23337.045510666667	0.04648148298541228	0.662776464174691	0.596502226714981	0.828835926300244	0.498777350157367
PG254812	sp|P78356|PI42B_HUMAN Phosphatidylinositol 5-phosphate 4-kinase type-2 beta OS=Homo sapiens GN=PIP4K2B PE=1 SV=1	416	24.04	11.54	1.923	1	22	10	6	2	2	1	3e-137	1	1	P78356	PIP4K2B	P78356	225480.22515	20527.636875999997	21790.665164	17181.080712000003	25163.175346	20270.051016	26291.995522	21705.841483999997	23832.219595	24625.614342	22448.390877	21165.6395245	22755.962674	0.10452053906691865	23635.408271333334	0.1592257049503642	0.463477719571536	0.52467068759998	0.19580225457765	0.205292547621633
PG257855	tr|G3V4T6|G3V4T6_HUMAN Maleylacetoacetate isomerase OS=Homo sapiens GN=GSTZ1 PE=1 SV=1	217	24.88	24.88	0.0	5	11	4	0	1	1	0	1.2700000000000002e-56	1	1	A0A0C4DFM0|G3V267|G3V4T6|A0A0A0MR33|G3V5T0	GSTZ1	G3V4T6	225450.54562999998	24395.406602	17932.797577	19287.118427	28855.05341	24037.022902	23157.619404	21368.858489	23543.152641	23456.551265	20176.550814	22617.594004	22854.500265	0.015032805760369496	22392.084906666667	-0.014456605183532992	0.815079786058931	0.642260329162896	0.963236696175379	0.538856670923441
PG243021	sp|Q92993-3|KAT5_HUMAN Isoform 3 of Histone acetyltransferase KAT5 OS=Homo sapiens GN=KAT5	546	20.15	20.15	0.0	4	21	7	0	1	1	0	1.35e-93	1	1	Q92993|Q92993-2|Q92993-3|Q92993-4	KAT5	Q92993-3	225316.0334	22306.326112000002	23072.428758000002	22306.326112000002	19439.337489999998	20807.637706999998	18396.1509	24860.289817999997	23525.540888	26658.282904	22729.840429	21781.104618000005	21354.69280833333	-0.02852397681587657	24304.554740333333	0.15814958270309495	0.746931002686582	0.624539186106203	0.0936785126735017	0.122635140760005
PG251822	sp|P25686|DNJB2_HUMAN DnaJ homolog subfamily B member 2 OS=Homo sapiens GN=DNAJB2 PE=1 SV=3	324	12.04	8.951	2.16	1	10	5	1	2	2	1	6.7900000000000005e-56	1	1	P25686	DNAJB2	P25686	225220.98634000003	23046.546013	24916.338249	21790.665164	25872.020867	20393.57215	25536.521673	20239.372773	21872.425675	21010.11733	20937.965651	23906.39257325	22056.488865333333	-0.11619329762586834	21273.50288533333	-0.16833884031211505	0.265487830555922	0.421079143040779	0.0448164904988485	0.0746108853344104
PG242318	sp|P20810-6|ICAL_HUMAN Isoform 6 of Calpastatin OS=Homo sapiens GN=CAST	791	3.413	3.413	2.149	19	5	3	0	1	1	0	4.7899999999999994e-48	1	1	P20810|P20810-2|P20810-3|P20810-4|P20810-5|P20810-6|P20810-7|P20810-8|P20810-9|P20810-10|B7Z574|E9PDE4|E7EQ12|E9PCH5|H0Y7F0|E7ES10|H0Y9H6|E7EVY3|A0A0C4DGB5	CAST	P20810-6	225076.52216999998	24225.384905	20761.150891999998	24147.090946	24185.409819	27665.856729	17778.116294	22113.426957	20899.032242	21839.780161	22631.818945	23329.7591405	22519.133326666666	-0.051020108026630165	21790.210449333335	-0.09849128279032224	0.632935608135492	0.587903895690413	0.212701228248512	0.215749320965605
PG246325	sp|Q9BXR0|TGT_HUMAN Queuine tRNA-ribosyltransferase catalytic subunit 1 OS=Homo sapiens GN=QTRT1 PE=1 SV=3	403	27.3	27.3	0.0	1	24	8	0	1	1	0	4.06e-113	1	1	Q9BXR0	QTRT1	Q9BXR0	224612.55816	20807.637706999998	23588.561501	21457.013818	21271.898511	23767.816737	22541.282652	20447.031404	21092.660491	24258.386040999998	24949.874897	21781.277884249997	22252.043597666667	0.03084923941886719	23433.64047633333	0.1054925000872012	0.682590853539381	0.601941290507537	0.212858118070431	0.215778406395232
PG242758	sp|O95235|KI20A_HUMAN Kinesin-like protein KIF20A OS=Homo sapiens GN=KIF20A PE=1 SV=1	890	14.94	14.94	0.0	1	31	12	0	1	1	0	1.7000000000000001e-161	1	1	O95235	KIF20A	O95235	223732.45293	24772.863223	25588.909026	21936.544198	17892.788608	22845.630452999998	20899.032242	27619.764312000003	20731.739795	19213.013906	23669.145727000003	22547.77626375	23788.142335666667	0.0772574560357575	21204.63314266667	-0.08860563378399686	0.594075717041561	0.574512300972033	0.56868058431439	0.403762992333294
PG244596	sp|O75340|PDCD6_HUMAN Programmed cell death protein 6 OS=Homo sapiens GN=PDCD6 PE=1 SV=1	191	39.27	39.27	0.0	1	16	7	0	2	1	0	2.9199999999999998e-98	2	1	O75340	PDCD6	O75340	222569.81952	23626.462245	19518.941422	23046.546013	22729.840429	24103.055924	21790.665164	20492.304604	24584.843619	23626.462245	19166.300357	22230.44752725	22128.675230666664	-0.006619907521647782	22459.202073666664	0.014769680901552692	0.946712592340288	0.673058794946724	0.924667846891731	0.529009743825711
PG252148	sp|Q9BQ95|ECSIT_HUMAN Evolutionarily conserved signaling intermediate in Toll pathway; mitochondrial OS=Homo sapiens GN=ECSIT PE=1 SV=1	431	29.7	29.7	3.944	1	19	10	0	2	2	0	3.71e-138	2	2	Q9BQ95	ECSIT	Q9BQ95	221237.46523000003	23241.3242	24671.646561	20359.78586	17665.017881	24147.090946	22448.390877	21638.244966	20393.57215	22448.390877	24584.843619	21484.443625500004	22744.575596333336	0.08223009816428418	22475.602215333336	0.06506735541983813	0.450134960548774	0.516712801462446	0.574419608374671	0.406062836194177
PG256628	sp|P50552|VASP_HUMAN Vasodilator-stimulated phosphoprotein OS=Homo sapiens GN=VASP PE=1 SV=3	380	36.05	36.05	7.105	1	28	12	0	2	2	0	3.33e-172	2	2	P50552	VASP	P50552	221026.14883000002	19767.617929	25780.432643	32821.773350999996	26148.122901000002	23884.524416	19004.599777000003	22631.818945	17569.722996999997	18645.879985	18481.41691	26129.486705999996	21840.314379333333	-0.2586851610733981	18232.339964	-0.5191790535253797	0.185547401160297	0.364001641062073	0.0125499365177915	0.0326710176745939
PG249616	sp|P07199|CENPB_HUMAN Major centromere autoantigen B OS=Homo sapiens GN=CENPB PE=1 SV=2	599	15.69	15.69	0.0	1	15	6	0	1	1	0	9.33e-84	1	1	P07199	CENPB	P07199	220920.02398000003	22245.161234	22200.839530999998	19846.886535	20807.637706999998	22729.840429	22677.534057	22769.070732	21526.428984000002	21164.784129	24671.646561	21275.13125175	22725.481739333336	0.09514284498821222	22454.286558000003	0.07782285167565509	0.11556657125243	0.300875807377031	0.333433642708015	0.288425649287982
PG252580	sp|Q96AE4-2|FUBP1_HUMAN Isoform 2 of Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1	653	44.1	3.216	12.4	1	143	29	27	20	16	15	0.0	1	1	Q96AE4-2	FUBP1	Q96AE4-2	220534.50864	20107.559667	19057.448259	21054.944745	18328.679577	22245.161234	20492.304604	19470.957873	17250.963385	37253.40190700001	23106.45466	19637.158062000002	20736.141237	0.07856129541210238	25870.273317333336	0.3977091416878643	0.291629446173346	0.434598323891883	0.196808294644183	0.206032700192107
PG255136	sp|O75817|POP7_HUMAN Ribonuclease P protein subunit p20 OS=Homo sapiens GN=POP7 PE=1 SV=2	140	24.29	24.29	0.0	2	6	2	0	1	1	0	2.2900000000000002e-33	1	1	O75817|C9JYM0	POP7	O75817	220504.33182999998	22769.070732	22677.534057	21010.11733	25248.88058	19596.114959	21994.881392	18578.48213	24037.022902	22113.426957	21872.425675	22926.400674750003	20056.492827	-0.19294052556390714	22674.291844666663	-0.015952383379946214	0.0488424447660394	0.224819406271324	0.850596725541875	0.506909451087493
PG254362	sp|Q9Y5Y2|NUBP2_HUMAN Cytosolic Fe-S cluster assembly factor NUBP2 OS=Homo sapiens GN=NUBP2 PE=1 SV=1	271	29.52	29.52	5.535	1	21	7	0	1	1	0	2.76e-109	1	1	Q9Y5Y2	NUBP2	Q9Y5Y2	220001.64676	23767.816737	22245.161234	18912.667692	23884.524416	21402.648016	20136.096781	22589.238955999997	24366.587527000003	21638.244966	20761.150891999998	22202.54251975	21375.99458433333	-0.05473334855794736	22255.327795	0.0034258541887172297	0.601589969060305	0.577066750488894	0.950572432420412	0.536674303457717
PG253231	sp|Q75N03|HAKAI_HUMAN E3 ubiquitin-protein ligase Hakai OS=Homo sapiens GN=CBLL1 PE=1 SV=1	491	19.14	19.14	1.629	2	17	7	0	1	1	0	1.18e-91	1	1	Q75N03|C9J2P9	CBLL1	Q75N03	219990.48844	21164.784129	24625.614342	21839.780161	21751.68548	23157.619404	22391.477405	23948.209531	20107.559667	21402.648016	20447.031404	22345.466028	23165.768780000002	0.052012427182073266	20652.413029	-0.11367177725505964	0.423738662013945	0.505183266765869	0.124778369774146	0.150078271105211
PG248576	sp|Q8N6T3|ARFG1_HUMAN ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens GN=ARFGAP1 PE=1 SV=2	406	37.93	37.93	10.59	1	47	11	0	1	1	0	2.2400000000000003e-160	1	1	Q8N6T3	ARFGAP1	Q8N6T3	218831.65418999997	24494.133377	19166.300357	22769.070732	21402.648016	20527.636875999997	19243.070010000003	24538.502367	23588.561501	21271.898511	21705.841483999997	21958.0381205	21436.403084333335	-0.03468631051291774	22188.767165333335	0.015080351907422832	0.747743064212508	0.624539186106203	0.832732148742862	0.500225629771845
PG254353	sp|Q96MF7|NSE2_HUMAN E3 SUMO-protein ligase NSE2 OS=Homo sapiens GN=NSMCE2 PE=1 SV=2	247	29.96	29.96	4.049	2	15	8	0	1	1	0	1.32e-97	1	1	Q96MF7|E5RFJ1	NSMCE2	Q96MF7	218612.17242999998	20321.006519	24185.409819	21368.858489	23525.540888	22941.565971	18053.172050999998	19166.300357	20321.006519	23884.524416	24185.409819	22350.203928749997	20053.679459666666	-0.15642102755936602	22796.980251333338	0.02855473884926963	0.148627158392653	0.331292984738766	0.764535426182537	0.47908568874767
PG242936	sp|Q9Y6M4-2|KC1G3_HUMAN Isoform 2 of Casein kinase I isoform gamma-3 OS=Homo sapiens GN=CSNK1G3	455	7.692	7.692	1.758	5	6	4	0	1	1	0	2.18e-49	1	1	Q9Y6M4|Q9Y6M4-2|Q9Y6M4-3|Q9Y6M4-4|Q9Y6M4-5	CSNK1G3	Q9Y6M4-2	218549.5697	24185.409819	22038.96733	22391.477405	20731.739795	22631.818945	22038.96733	23767.816737	21010.11733	18603.696434999998	22845.630452999998	22336.89858725	22812.86767066667	0.030418924951861864	20819.81473933333	-0.10147165457688843	0.625128190083359	0.585034407580512	0.251880971480077	0.240878788046104
PG256366	sp|Q68D10|SPT2_HUMAN Protein SPT2 homolog OS=Homo sapiens GN=SPTY2D1 PE=1 SV=3	685	14.01	14.01	1.46	2	16	9	0	2	2	0	8e-91	2	2	Q68D10|Q68D10-2	SPTY2D1	Q68D10	217986.50192999997	23948.209531	23157.619404	21751.68548	20270.051016	18171.847428	23046.546013	23626.462245	18912.667692	26166.765413	20359.78586	22281.89135775	21614.95189533333	-0.043842072935480446	21813.072988333337	-0.030678669714753314	0.643668664384478	0.590579117845425	0.729723678201981	0.465205249586547
PG246945	sp|A5PLN9-5|TPC13_HUMAN Isoform 4 of Trafficking protein particle complex subunit 13 OS=Homo sapiens GN=TRAPPC13	418	9.091	9.091	0.0	4	7	4	0	1	1	0	3.29e-49	1	1	A5PLN9|A5PLN9-2|A5PLN9-4|A5PLN9-5	TRAPPC13	A5PLN9-5	217491.31554	20270.051016	21526.428984000002	24037.022902	27317.086063000002	21936.544198	22845.630452999998	18396.1509	21936.544198	20176.550814	20492.304604	23287.64724125	21059.441850333333	-0.14509769060016137	20868.466538666664	-0.15824029899874445	0.273869124113741	0.424674241892791	0.188679889531616	0.199573191021439
PG262752	tr|A0A1B0GVU9|A0A1B0GVU9_HUMAN Glutamine--tRNA ligase (Fragment) OS=Homo sapiens GN=QARS PE=1 SV=1	736	61.68	5.163	11.82	1	175	44	40	23	22	21	0.0	1	1	A0A1B0GVU9	QARS	A0A1B0GVU9	216470.46977	22541.282652	23884.524416	24625.614342	19824.130923	19470.957873	16874.925941999998	23884.524416	21342.901696	22200.839530999998	22160.868037	22718.888083250004	20076.802743666663	-0.17836269105928568	21901.536421333334	-0.05286014730819978	0.179624067201666	0.356515671394653	0.560735792260238	0.400120923893048
PG254735	sp|Q96RR1|PEO1_HUMAN Twinkle protein; mitochondrial OS=Homo sapiens GN=PEO1 PE=1 SV=1	684	13.3	13.3	0.0	1	11	6	0	1	1	0	3.57e-76	1	1	Q96RR1	PEO1	Q96RR1	216078.67189	20239.372773	24395.406602	21092.660491	19564.315689000003	22306.326112000002	22160.868037	19767.617929	23948.209531	19846.886535	22883.323642	21322.938888750003	21411.604026	0.005986582686316686	22226.139902666666	0.05985111689860611	0.920651628765679	0.667588770412075	0.550514928934318	0.396435030190698
PG252840	sp|Q8WXD5|GEMI6_HUMAN Gem-associated protein 6 OS=Homo sapiens GN=GEMIN6 PE=1 SV=1	167	13.77	13.77	5.988	1	8	3	0	1	1	0	3.68e-42	1	1	Q8WXD5	GEMIN6	Q8WXD5	215875.83899999998	22448.390877	20937.965651	20321.006519	25288.175984	18756.955643999998	20564.609506	20731.739795	24812.546911	19439.337489999998	21790.665164	22248.884757750002	20017.768314999998	-0.1524518777197965	22014.183188333333	-0.015299706025990664	0.120000177092258	0.306740868434817	0.874071696806572	0.513100560745843
PG253540	sp|Q9BQ69|MACD1_HUMAN O-acetyl-ADP-ribose deacetylase MACROD1 OS=Homo sapiens GN=MACROD1 PE=1 SV=2	325	24.62	24.62	10.15	1	17	8	0	1	1	0	1.0400000000000001e-109	1	1	Q9BQ69	MACROD1	Q9BQ69	215684.29878999997	20043.525526	20492.304604	23241.3242	24395.406602	19767.617929	19680.063335	22200.839530999998	22941.565971	19004.599777000003	23415.826589	22043.140233000002	20549.506931666667	-0.10122598468713884	21787.330779	-0.016840303679947616	0.291445728002292	0.434598323891883	0.863821616735376	0.511185544940933
PG256593	sp|Q15836|VAMP3_HUMAN Vesicle-associated membrane protein 3 OS=Homo sapiens GN=VAMP3 PE=1 SV=3	100	56.0	29.0	24.0	1	14	6	4	3	3	2	1.08e-68	1	1	Q15836	VAMP3	Q15836	215438.69987999997	17542.082086000002	21705.841483999997	22448.390877	19213.013906	22038.96733	23725.276991	21402.648016	19345.522837	22677.534057	24742.22763	20227.332088249997	22388.96411233333	0.14648173323782915	22255.094841333335	0.13782960272899095	0.146633071083371	0.330827458310964	0.265579243477482	0.24905624416585
PG255848	sp|P82675|RT05_HUMAN 28S ribosomal protein S5; mitochondrial OS=Homo sapiens GN=MRPS5 PE=1 SV=2	430	30.7	30.7	4.186	1	29	13	0	1	1	0	3.6200000000000003e-177	1	1	P82675	MRPS5	P82675	215226.4969	16528.103271	17542.082086000002	22589.238955999997	20612.483035	20107.559667	21906.714364	24147.090946	27168.139208999997	19680.063335	21994.881392	19317.976837	22053.78832566667	0.19108248909320796	22947.694645333333	0.2484052166510325	0.141660227019779	0.328316877789991	0.126488470896063	0.151395298833086
PG256993	sp|Q9P2E3|ZNFX1_HUMAN NFX1-type zinc finger-containing protein 1 OS=Homo sapiens GN=ZNFX1 PE=2 SV=2	1918	4.432	4.432	0.0	2	10	6	0	2	2	0	9.92e-78	2	2	Q9P2E3|Q5JXR6	ZNFX1	Q9P2E3	214984.14602	22490.229683999998	21638.244966	20612.483035	22490.229683999998	25326.340554000002	20967.138528	18357.108139	21487.986666	19947.491544	22066.396886	21807.796842249998	21550.195740333336	-0.01714305404855649	21167.291698666668	-0.043007335436397155	0.790086968379717	0.634548630549359	0.47533053083552	0.361616228966838
PG254646	tr|J3KNN3|J3KNN3_HUMAN Phosphorylase b kinase gamma catalytic chain; liver/testis isoform OS=Homo sapiens GN=PHKG2 PE=1 SV=1	410	17.8	17.8	0.0	2	12	6	0	1	1	0	8.96e-85	1	1	P15735|J3KNN3	PHKG2	J3KNN3	213984.33511999997	22038.96733	20731.739795	23669.145727000003	23072.428758000002	20675.354846	26975.012353	21872.425675	18509.614353999998	17015.485858	21092.660491	22378.0704025	23174.264291333337	0.05043789645263262	18872.586901	-0.24579345276159326	0.676450161110443	0.599369233537123	0.0195840673488904	0.0436794910163537
PG242202	sp|Q14527|HLTF_HUMAN Helicase-like transcription factor OS=Homo sapiens GN=HLTF PE=1 SV=2	1009	27.95	27.95	5.55	2	54	28	0	2	2	0	0.0	2	2	Q14527|A0A0C4DGA6	HLTF	Q14527	213867.06352000003	24538.502367	29721.159578	26519.611098	21164.784129	24916.338249	21342.901696	19897.427155999998	14936.797947	17542.082086000002	18578.48213	25486.014293	22052.222367	-0.20878171654331174	17019.120721	-0.5825492675113761	0.14741508844328	0.330827458310964	0.0021241499520822	0.0116668394959009
PG245977	sp|Q8WU79|SMAP2_HUMAN Stromal membrane-associated protein 2 OS=Homo sapiens GN=SMAP2 PE=1 SV=1	429	23.78	20.51	3.963	3	29	9	2	1	1	0	1.17e-112	1	1	Q8WU79|Q8WU79-2|A0A087WV97	SMAP2	Q8WU79	213589.11641000002	22677.534057	18328.679577	23948.209531	24297.263293000004	20359.78586	20270.051016	17985.799614	24225.384905	21123.479003	19596.114959	22312.921614500003	19538.54549666667	-0.19155635679101887	21648.326289	-0.043623940635797435	0.126574120956261	0.314742801861188	0.739987390735987	0.469122100390201
PG256061	tr|E9PN30|E9PN30_HUMAN Selenoprotein S (Fragment) OS=Homo sapiens GN=SELENOS PE=1 SV=1	218	18.35	18.35	0.0	3	9	3	0	1	1	0	5.16e-44	1	1	Q9BQE4|E9PN30|A0A182DWI4	SELENOS	E9PN30	213322.88161	21790.665164	19722.485961000002	23456.551265	17489.966162999997	19846.886535	17730.402322	23312.442855	23884.524416	24103.055924	20899.032242	20614.91713825	20296.577237333335	-0.02245220678339591	22962.204194	0.1555724739076255	0.859932054969576	0.653462813693477	0.17615247610855	0.190215294259116
PG254437	sp|Q9Y6K5|OAS3_HUMAN 2'-5'-oligoadenylate synthase 3 OS=Homo sapiens GN=OAS3 PE=1 SV=3	1087	7.728	7.728	1.288	1	13	9	0	1	1	0	3.14e-102	1	1	Q9Y6K5	OAS3	Q9Y6K5	212829.15278999996	25288.175984	24696.311701000002	21994.881392	18555.088752	20899.032242	17314.196943	22999.946036	19090.720996	21092.660491	22113.426957	22633.614457249998	20404.391740333336	-0.14958728888993103	20765.602814666665	-0.12427123999352836	0.305607604969613	0.44202150915502	0.343649450825743	0.294019223058223
PG249078	sp|Q9NZ32|ARP10_HUMAN Actin-related protein 10 OS=Homo sapiens GN=ACTR10 PE=1 SV=1	417	33.57	33.57	0.0	1	22	11	0	1	1	0	6.47e-155	1	1	Q9NZ32	ACTR10	Q9NZ32	212434.26524999997	19213.013906	26394.287234	21906.714364	19004.599777000003	19897.427155999998	22306.326112000002	24696.311701000002	18645.879985	18912.667692	22541.282652	21629.65382025	22300.021656333334	0.04403453585676681	20033.276776333332	-0.1106121580686468	0.703961339305387	0.609631429929602	0.450338639425846	0.348936301751142
PG250016	sp|O00257|CBX4_HUMAN E3 SUMO-protein ligase CBX4 OS=Homo sapiens GN=CBX4 PE=1 SV=3	560	25.54	25.54	5.893	1	51	13	0	2	2	0	1.18e-171	2	2	O00257	CBX4	O00257	212222.02638	22589.238955999997	22306.326112000002	18200.155405	21669.784584	20967.138528	22999.946036	16760.589968	23312.442855	21669.784584	21457.013818	21191.37626425	20242.558177333336	-0.0660856620698441	22146.413752333334	0.06359581102374486	0.570676637003179	0.56633603603355	0.449206478616207	0.348534072397334
PG253700	sp|O60942|MCE1_HUMAN mRNA-capping enzyme OS=Homo sapiens GN=RNGTT PE=1 SV=1	597	12.9	12.9	0.0	1	17	7	0	1	1	0	2.2000000000000002e-96	1	1	O60942	RNGTT	O60942	210981.28097	20731.739795	16799.841479000002	16082.123382999998	24494.133377	24742.22763	23884.524416	21669.784584	19722.485961000002	21936.544198	20239.372773	19526.9595085	23432.17887666667	0.2630237831615341	20632.800977333332	0.07947235712545106	0.0971294245481164	0.281516038218705	0.518700778379736	0.380759312787675
PG246962	sp|Q8IYQ7|THNS1_HUMAN Threonine synthase-like 1 OS=Homo sapiens GN=THNSL1 PE=1 SV=2	743	13.06	13.06	0.0	1	17	8	0	1	1	0	1.55e-105	1	1	Q8IYQ7	THNSL1	Q8IYQ7	210844.93366000004	21487.986666	23241.3242	21402.648016	22541.282652	20136.096781	20937.965651	22342.654610999998	17629.253067	20807.637706999998	20564.609506	22168.3103835	21138.905681	-0.06859812236326049	19667.16676	-0.17270967675008014	0.254641290196177	0.414042111635058	0.0423794572968804	0.0719226433624631
PG247087	sp|P48553|TPC10_HUMAN Trafficking protein particle complex subunit 10 OS=Homo sapiens GN=TRAPPC10 PE=1 SV=2	1259	6.593	6.593	1.827	1	21	8	0	1	1	0	4.89e-107	1	1	P48553	TRAPPC10	P48553	210749.80647	21906.714364	20899.032242	25010.852975	22200.839530999998	17413.873992	19897.427155999998	25536.521673	17700.707050999998	19824.130923	21054.944745	22504.359778	20949.274273666666	-0.10330425552625845	19526.594239666665	-0.20476418102784869	0.390183571447293	0.485748383509099	0.0419984060203065	0.0716128158636952
PG242101	sp|Q9P0W2|HM20B_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related OS=Homo sapiens GN=HMG20B PE=1 SV=1	317	5.678	3.785	3.155	5	5	3	1	1	1	0	1.0200000000000001e-35	1	1	Q9P0W2|Q9P0W2-2|Q9P0W2-3|B5MDG7|K7EJR8	HMG20B	Q9P0W2	210707.97781	21994.881392	21092.660491	19213.013906	27458.263572999997	21669.784584	20731.739795	20321.006519	18603.696434999998	20239.372773	20731.739795	22439.7048405	20907.51029933333	-0.10203242599607973	19858.269667666667	-0.1763137792391405	0.458583785632056	0.521628157378482	0.201783169523943	0.209509312940225
PG247841	sp|Q9Y2I8-2|WDR37_HUMAN Isoform 2 of WD repeat-containing protein 37 OS=Homo sapiens GN=WDR37	495	12.53	12.53	1.616	2	17	8	0	1	1	0	4.86e-89	1	1	Q9Y2I8|Q9Y2I8-2	WDR37	Q9Y2I8-2	210544.3145	18784.482525	21123.479003	20239.372773	18849.122628999998	19722.485961000002	27805.408256000002	18328.679577	27072.520666000004	20612.483035	16287.667868	19749.114232499996	21952.19126466667	0.15257700813901887	21324.223856333338	0.11070528390206945	0.381906008168563	0.479867135155627	0.617289747383029	0.422321407800207
PG252277	sp|Q9UK99-3|FBX3_HUMAN Isoform 3 of F-box only protein 3 OS=Homo sapiens GN=FBXO3	410	17.32	17.32	0.0	1	7	4	0	2	2	0	7.930000000000001e-56	2	2	Q9UK99-3	FBXO3	Q9UK99-3	209440.49500999998	19846.886535	19985.86458	22066.396886	16966.870884	21487.986666	21839.780161	20107.559667	22306.326112000002	20583.7426	22999.946036	19716.504721250003	21145.108831333335	0.10092016773266656	21963.338249333337	0.1556935309266519	0.269755766987252	0.42336217558357	0.122219554090917	0.147684910392817
PG255017	sp|Q9NVS9|PNPO_HUMAN Pyridoxine-5'-phosphate oxidase OS=Homo sapiens GN=PNPO PE=1 SV=1	261	25.67	25.67	11.49	2	18	7	0	1	1	0	4.1499999999999997e-106	1	1	Q9NVS9|Q9NVS9-3	PNPO	Q9NVS9	209088.00994000002	17700.707050999998	16082.123382999998	20107.559667	18718.016198	17542.082086000002	17413.873992	21839.780161	20447.031404	25248.88058	29884.068229999997	18152.10157475	18931.91207966667	0.06068354017164374	25193.326738000003	0.4729050530788253	0.606285965549442	0.578733052691597	0.0097177482419522	0.0275280160925395
PG249122	sp|Q8N5M1|ATPF2_HUMAN ATP synthase mitochondrial F1 complex assembly factor 2 OS=Homo sapiens GN=ATPAF2 PE=1 SV=1	289	28.37	28.37	0.0	1	14	6	0	1	1	0	3.48e-92	1	1	Q8N5M1	ATPAF2	Q8N5M1	208861.09089000002	22200.839530999998	24812.546911	22941.565971	23268.620719	23241.3242	18200.155405	16528.103271	20937.965651	20270.051016	18018.729795	23305.893283	19323.194292	-0.2703612065432504	19742.248820666668	-0.2394084752975592	0.0384480900103235	0.199776573931035	0.0089016311142284	0.0259199170407465
PG251250	tr|F5GY05|F5GY05_HUMAN Constitutive coactivator of peroxisome proliferator-activated receptor gamma OS=Homo sapiens GN=FAM120B PE=1 SV=1	933	5.145	5.145	0.0	4	4	3	0	2	2	0	2.3800000000000003e-37	2	2	Q96EK7|Q96EK7-2|A0A0D9SEJ5|F5GY05	FAM120B	F5GY05	208534.72440000004	21751.68548	20675.354846	22845.630452999998	21839.780161	19213.013906	18718.016198	22729.840429	23387.692576	18784.482525	19004.599777000003	21778.112735	20220.29017766667	-0.10707523601754323	20392.25829266667	-0.0948573851885923	0.188876742040185	0.364001641062073	0.274407124480221	0.255125564211939
PG242118	sp|P54198|HIRA_HUMAN Protein HIRA OS=Homo sapiens GN=HIRA PE=1 SV=2	1017	16.91	16.91	1.77	1	33	13	0	1	1	0	5.37e-177	1	1	P54198	HIRA	P54198	208233.21683000002	22883.323642	22769.070732	24584.843619	20239.372773	17445.644756	19564.315689000003	20583.7426	20527.636875999997	21487.986666	19564.315689000003	22619.152691499996	19197.901015	-0.2365963034779275	20526.646410333335	-0.14004694433412107	0.0245534411732436	0.170031403369159	0.103394306649606	0.131138853870857
PG253991	sp|O95248-4|MTMR5_HUMAN Isoform 4 of Myotubularin-related protein 5 OS=Homo sapiens GN=SBF1	1893	14.42	14.42	0.898	3	38	20	0	2	2	0	1.2599999999999998e-258	2	2	O95248|O95248-4|G5E933	SBF1	O95248-4	208084.74589999998	25122.768216999997	21936.544198	19564.315689000003	17542.082086000002	20612.483035	18912.667692	21054.944745	22845.630452999998	20675.354846	19947.491544	21041.427547500003	20193.365157333334	-0.05935123598857657	21156.158947666667	0.007845132562187789	0.69958177120247	0.606948313012652	0.884459738961098	0.516206120032513
PG253424	sp|O95243|MBD4_HUMAN Methyl-CpG-binding domain protein 4 OS=Homo sapiens GN=MBD4 PE=1 SV=1	580	15.69	15.69	3.448	3	26	11	0	1	1	0	8.180000000000001e-122	1	1	O95243|O95243-2|O95243-5	MBD4	O95243	207245.11586000002	23543.152641	23543.152641	18289.44841	18784.482525	17932.797577	17082.292267	19947.491544	22391.477405	21526.428984000002	23241.3242	21040.05905425	18320.860462666667	-0.19965149087894524	22386.410196333334	0.08948444746073499	0.134164417560849	0.322266621382609	0.384182690442056	0.316895502464465
PG252938	sp|Q9UHW5-3|GPN3_HUMAN Isoform 3 of GPN-loop GTPase 3 OS=Homo sapiens GN=GPN3	323	14.24	14.24	0.0	3	7	3	0	2	1	0	6.7199999999999994e-46	1	1	Q9UHW5|Q9UHW5-2|Q9UHW5-3	GPN3	Q9UHW5-3	207196.31591	18645.879985	23106.45466	23106.45466	22306.326112000002	18603.696434999998	12616.10541	26291.995522	22113.426957	23588.561501	17445.644756	21791.27885425	19170.599122333333	-0.18485544066044035	21049.211071333335	-0.04998470388037367	0.317693891331554	0.448561717957998	0.659384394677772	0.439743403818299
