Protein Group Name	Representative Protein Description	Total Amino Acids	Sequence Coverage (%)	Sequence Coverage Unshared only (%)	Sequence Redundancy (%)	Numbers of Proteins	# of PSMs	# of Unique Peptides	# Shared Peptides	# PSMs in Experiment	# Unique Seq in Experiment	# Shared Peptides in Experiment	P-Score	# Quantified PSMs	# Quantified Peptides	Uniprot IDs	Gene Names	Uniprot	tmpSum	0min_1	0min_2	0min_3	0min_4	5min_1	5min_2	5min_3	60min_1	60min_2	60min_3	mean0min	mean5min	log05	mean60min	log060	pVal05	qVal05	pVal060	qVal060
PG249048	sp|Q4LE39|ARI4B_HUMAN AT-rich interactive domain-containing protein 4B OS=Homo sapiens GN=ARID4B PE=1 SV=2	1312	17.3	17.3	4.04	2	58	17	0	1	1	0	8.5e-242	1	1	Q4LE39|Q4LE39-3	ARID4B	Q4LE39	450279.182215	8793.7270085	23046.546013	10353.0857363	51073.853237999996	11878.2496673	14097.98622	2301.2635916	149888.41812	124486.73998799999	21559.642531999998	23316.80299895	9425.833159633334	-1.3066779415534397	98644.93354666664	2.0808749632440735	0.147743666821706	0.330827458310964	0.0436080814470625	0.0731884808888869
PG243011	sp|P13647|K2C5_HUMAN Keratin; type II cytoskeletal 5 OS=Homo sapiens GN=KRT5 PE=1 SV=3	590	6.271	1.695	0.0	1	5	4	3	2	2	1	1.7899999999999998e-48	1	1	P13647	KRT5	P13647	424164.40580999997	116550.144416	38578.376454	44753.697437	41012.718443000005	40235.094421	40414.754157	38019.835286	29574.003312000004	24860.289817999997	30884.999602000004	60223.7341875	39556.561288000004	-0.6064151496229169	28439.764244	-1.0824226599437545	0.272782936106772	0.424593697601435	0.0411911740490122	0.0706973834057181
PG250117	sp|Q13740-2|CD166_HUMAN Isoform 2 of CD166 antigen OS=Homo sapiens GN=ALCAM	570	5.263	5.263	2.456	1	6	3	0	1	1	0	5.62e-46	1	1	Q13740-2	ALCAM	Q13740-2	400103.15780000004	19396.363983	21487.986666	21705.841483999997	21092.660491	25356.739945	27317.086063000002	27858.449218	75752.20649099999	73015.844409	61906.621999	20920.713155999998	26844.091742	0.3596725610224585	70224.89096633332	1.7470504476221225	0.0004353872345169	0.0309366167486444	6.18410719112792e-08	2.34390932260451e-05
PG255915	tr|A0A075B746|A0A075B746_HUMAN 28S ribosomal protein S21; mitochondrial OS=Homo sapiens GN=MRPS21 PE=1 SV=1	87	29.89	29.89	0.0	2	7	2	0	1	1	0	3.5800000000000004e-33	1	1	P82921|A0A075B746	MRPS21	A0A075B746	366535.27252	25536.521673	33063.242119999995	25692.524287	26096.29224	33248.523158	36767.526606	50078.286078	45230.057725	42971.429934	41086.493023	27597.14508	40031.44528066667	0.5366146750358696	43095.99356066667	0.6430347265602823	0.011359252439345	0.130183273353321	0.0002587094727707	0.004232652151476
PG251657	sp|Q92506|DHB8_HUMAN Estradiol 17-beta-dehydrogenase 8 OS=Homo sapiens GN=HSD17B8 PE=1 SV=2	261	18.77	18.77	0.0	1	8	4	0	1	1	0	2.32e-52	1	1	Q92506	HSD17B8	Q92506	346777.40611999994	23992.372156	26291.995522	25942.549689	27364.883168	34652.627191	36149.906225	37610.576734999995	38252.840434	37542.848762	49568.057549000005	25897.95013375	36137.70338366666	0.48066691254443256	41787.91558166667	0.69024788685016	6.30023266709256e-05	0.0081393743732679	0.0002627191659204	0.0042498859616372
PG252728	sp|Q9Y2X7-3|GIT1_HUMAN Isoform 3 of ARF GTPase-activating protein GIT1 OS=Homo sapiens GN=GIT1	770	40.52	1.039	11.04	1	119	24	23	3	3	2	0.0	1	1	Q9Y2X7-3	GIT1	Q9Y2X7-3	342445.48388	39696.128488	41663.569785	28237.606042	43883.748455	32770.513192	67807.65088	18555.088752	31162.789520000002	25428.273352	19345.522837	38370.2631925	39711.08427466667	0.04955309203416388	25312.195236333337	-0.6001560281631697	0.752810107775051	0.625779436870594	0.0175047406134301	0.0408706712848267
PG247081	sp|P01733|TVB1_HUMAN T-cell receptor beta chain V region YT35 OS=Homo sapiens GN=TRBV12-3 PE=1 SV=1	135	14.81	14.81	0.0	4	7	2	0	1	1	0	1.02e-26	1	1	P01733|A0A0A6YYD5|A0A0B4J2E0|A0A1B0GX12	TRBV12-3|TRBV12-4	P01733	319763.66627	45433.62792	45748.335236	46365.035600999996	33011.378546	33641.746134	24494.133377	33063.242119999995	24460.845328	28147.289539999998	17250.963385	42639.59432575	30399.70721033333	-0.4881362836617135	23286.36608433333	-0.8727081926175926	0.0171429778634712	0.151316925891984	0.0018769799055937	0.0108613077866927
PG251867	sp|P51452|DUS3_HUMAN Dual specificity protein phosphatase 3 OS=Homo sapiens GN=DUSP3 PE=1 SV=1	185	32.97	32.97	0.0	2	9	5	0	1	1	0	1.8200000000000002e-66	1	1	P51452|P51452-2	DUSP3	P51452	299391.63753000007	18481.41691	17127.990973	20043.525526	15428.06134	31162.789520000002	36616.190623	45072.941781999994	29100.773347	38502.396649	36898.537592	17770.24868725	37617.30730833334	1.0819327113016817	34833.90252933333	0.9710282392916737	8.50699229892955e-05	0.0105124833440123	7.46327631519547e-05	0.0021759552836511
PG252395	sp|Q9BSK4|FEM1A_HUMAN Protein fem-1 homolog A OS=Homo sapiens GN=FEM1A PE=1 SV=1	669	5.531	5.531	0.0	1	2	2	0	1	1	0	3.98e-30	1	1	Q9BSK4	FEM1A	Q9BSK4	264084.21742000006	20967.138528	19767.617929	18481.41691	18171.847428	31912.718336	27619.764312000003	29884.068229999997	35423.540886999996	27619.764312000003	28467.032618999998	19347.005198749997	29805.516959333338	0.6234691331840752	30503.445939333335	0.6568619684406395	4.53701861348653e-05	0.0064475939990583	0.0002391849549649	0.0040592341929011
PG250396	sp|P02748|CO9_HUMAN Complement component C9 OS=Homo sapiens GN=C9 PE=1 SV=2	559	2.683	2.683	0.0	1	4	2	0	1	1	0	2.93e-20	1	1	P02748	C9	P02748	141018.194966	7590.8172146	5861.2275553	7693.7766287	5770.6978389	17127.990973	14891.898714	17413.873992	20176.550814	17844.619659	20136.096781	6729.129809375	16477.921226333336	1.2920423936048495	19385.755751333334	1.5265051224062078	1.36308074068825e-05	0.0022789236598389	3.20768592480171e-06	0.0003039454488239
PG253130	sp|Q71DI3|H32_HUMAN Histone H3.2 OS=Homo sapiens GN=HIST2H3A PE=1 SV=3	136	79.41	23.53	39.71	1	604	20	19	48	16	15	2.9800000000000004e-252	1	1	Q71DI3	HIST2H3A	Q71DI3	77486.511197	4304.2388555	2752.5662977	5083.6267147	1400.9395756	5917.5102347	13963.289162000001	9110.0385047	6591.4823473	9993.598014500001	13816.208469	3385.3428608749996	9663.612633800001	1.5132606708287721	10133.762943599999	1.581796126157223	0.011867234673468	0.131754871674263	0.0072424621315194	0.0226863516938245
PG250989	sp|O43293|DAPK3_HUMAN Death-associated protein kinase 3 OS=Homo sapiens GN=DAPK3 PE=1 SV=1	454	14.32	12.33	0.0	1	8	5	1	1	1	0	7.43e-70	1	1	O43293	DAPK3	O43293	65977.924349	8923.8984193	8588.268808199999	9353.6043087	6591.4823473	7371.7931673	8051.381645099999	5145.8568607	6414.3003849	5748.0484815	2944.5774987	8364.313470875	6856.3438910333325	-0.28680765910956457	5035.6421217	-0.7320713753466398	0.137075811637641	0.324829487071671	0.0192660508167999	0.0433493445879151
PG244431	sp|Q8N8D1|PDCD7_HUMAN Programmed cell death protein 7 OS=Homo sapiens GN=PDCD7 PE=1 SV=1	485	4.536	4.536	0.0	1	3	2	0	1	1	0	5.14e-20	1	1	Q8N8D1	PDCD7	Q8N8D1	64224.28919499999	8848.1471074	7056.504129999999	8793.7270085	6160.384513499999	5861.2275553	5227.2512821	8211.1250779	4483.0196937	4280.4628057	6553.7416507	7714.69068985	6433.2013051	-0.262071481424606	5105.741383366667	-0.5954878510066723	0.187936694835203	0.364001641062073	0.0130124704258356	0.0335130612232767
PG252575	sp|Q8TAE8|G45IP_HUMAN Growth arrest and DNA damage-inducible proteins-interacting protein 1 OS=Homo sapiens GN=GADD45GIP1 PE=1 SV=1	222	52.25	52.25	9.459	1	26	11	0	2	1	0	2.04e-133	2	1	Q8TAE8	GADD45GIP1	Q8TAE8	62556.996922	2392.7583458	3422.2484031	4945.8735483	3895.1356333000003	8456.398310100001	2928.9288409	7832.0181957	7574.133232	9855.2775659	7371.7931673	3664.003982625	6405.781782233334	0.8059535808725535	8267.0679884	1.1739546799840057	0.121029251320801	0.307409565669371	0.0011010680410691	0.0079999057003141
PG253188	sp|P13807|GYS1_HUMAN Glycogen [starch] synthase; muscle OS=Homo sapiens GN=GYS1 PE=1 SV=2	737	20.9	20.9	6.377	2	24	13	0	1	1	0	2.38e-175	1	1	P13807|P13807-2	GYS1	P13807	61717.112521	6133.5147035	9855.2775659	7756.2721758	7298.1600237	7147.241807100001	4280.4628057	6298.1356925	2727.0321739	3509.2667200000005	7435.9359110000005	7760.806117225	5908.6134351	-0.3933868981816332	4557.411601633334	-0.7679918402229968	0.0934646628640611	0.276619480863501	0.0302698272599674	0.05809487750443
PG242702	sp|Q8IWB1|IPRI_HUMAN Inositol 1;4;5-trisphosphate receptor-interacting protein OS=Homo sapiens GN=ITPRIP PE=1 SV=1	547	7.861	7.861	0.0	1	8	4	0	1	1	0	6.86e-57	1	1	Q8IWB1	ITPRIP	Q8IWB1	56657.551215	5402.127739699999	6006.8165567999995	8411.663401900001	7756.2721758	4812.727810300001	7794.8122929	5378.7791122	5525.0432792	1622.5382341	4885.7342657	6894.21996855	5995.439738466666	-0.20152175770034061	4011.105259666667	-0.7813875044559184	0.350448342696722	0.467190418363322	0.05475819767803	0.0852975599217518
PG246598	sp|P05452|TETN_HUMAN Tetranectin OS=Homo sapiens GN=CLEC3B PE=1 SV=3	202	15.84	15.84	0.0	2	4	2	0	1	1	0	3.38e-32	1	1	P05452|E9PHK0	CLEC3B	P05452	55887.80316599999	2074.365467	1475.4833130000002	2782.0577304999997	1742.9207491000002	6904.094992300001	3696.0210954000004	8705.5438887	6614.4360498	7371.7931673	10824.8120428	2018.7068149000002	6435.219992133333	1.6725580714025012	8270.347086633334	2.034516479773943	0.0012684320122402	0.0581477107798471	4.89441850534531e-05	0.0017856963570526
PG251591	sp|O00115|DNS2A_HUMAN Deoxyribonuclease-2-alpha OS=Homo sapiens GN=DNASE2 PE=1 SV=2	360	7.778	7.778	0.0	2	6	3	0	1	1	0	1.58e-26	1	1	O00115|O00115-2	DNASE2	O00115	50836.514925	7693.7766287	7102.783274899999	3336.5632510000005	7794.8122929	4518.8656104	4690.8224051	6843.3338012	3696.0210954000004	4225.4576185999995	2727.0321739	6481.983861875	5351.007272233333	-0.2766249391770239	3549.5036293	-0.8688181398472646	0.503211450012516	0.540527496937689	0.0350072193977958	0.063988953840679
PG246268	sp|Q15814|TBCC_HUMAN Tubulin-specific chaperone C OS=Homo sapiens GN=TBCC PE=1 SV=2	346	14.45	14.45	0.0	1	7	5	0	1	1	0	9.18e-47	1	1	Q15814	TBCC	Q15814	47713.967519000005	6006.8165567999995	5378.7791122	6501.8708776	6442.8817824	4041.5045156	4457.2431385	3895.1356333000003	2752.5662977	4186.19032	4429.1066986	6082.58708225	4131.294429133333	-0.5580911880038371	3789.2877721	-0.6827583624253115	0.0002217885784939	0.0217369344934835	0.0031854899591021	0.0142331231750177
PG244647	sp|Q9UKS6|PACN3_HUMAN Protein kinase C and casein kinase substrate in neurons protein 3 OS=Homo sapiens GN=PACSIN3 PE=1 SV=2	424	11.56	11.56	0.0	2	4	3	0	1	1	0	7.97e-38	1	1	Q9UKS6|A0A0C4DGG1	PACSIN3	Q9UKS6	46082.984164999994	5917.5102347	3963.4744971	7215.8060148	7172.7007426	5547.0260155	3648.0909595999997	4041.5045156	3509.2667200000005	2537.1461123	3895.1356333000003	6067.3728723	4412.207163566666	-0.4595714449053395	3313.8494885333334	-0.8725638969749263	0.102504256536497	0.28771994943742	0.0079738465042296	0.0242103518778874
PG253530	sp|Q32MZ4-4|LRRF1_HUMAN Isoform 4 of Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens GN=LRRFIP1	640	15.31	3.906	5.313	1	27	9	7	3	3	2	1.0399999999999999e-128	1	1	Q32MZ4-4	LRRFIP1	Q32MZ4-4	40639.000404	4041.5045156	4252.2214036	1880.8089232999998	1759.8275525000001	5590.7794548	4304.2388555	4061.4802231000003	4041.5045156	5192.979454400001	4982.890927	2983.59059875	4652.166177800001	0.6408530455798274	4739.124965666667	0.6675711178299978	0.070098663784801	0.253297042206002	0.0564774323624099	0.0871349745397486
PG246332	sp|Q9NVG8|TBC13_HUMAN TBC1 domain family member 13 OS=Homo sapiens GN=TBC1D13 PE=1 SV=3	400	19.25	19.25	0.0	1	28	6	0	1	1	0	3.73e-86	1	1	Q9NVG8	TBC1D13	Q9NVG8	33476.755014999995	1742.9207491000002	1514.0942706	1715.2691191999997	2058.8930525	3963.4744971	4627.2544331	6614.4360498	2928.9288409	2928.9288409	4061.4802231000003	1757.79429785	5068.388326666666	1.5277608122055046	3306.4459683	0.9115150741908341	5.25683373620666e-05	0.0071147896342286	0.0003456212953498	0.0048517736000299
PG247755	sp|O43516-3|WIPF1_HUMAN Isoform 3 of WAS/WASL-interacting protein family member 1 OS=Homo sapiens GN=WIPF1	510	32.94	32.94	3.137	2	54	13	0	1	1	0	1.78e-149	1	1	O43516|O43516-3	WIPF1	O43516-3	27324.402777000003	4123.591018900001	4280.4628057	2980.4480696	3617.6871307	1106.26245273	1759.8275525000001	2058.8930525	1715.2691191999997	1577.8049869000001	4186.19032	3750.5472562249997	1641.6610192433334	-1.1919448590493442	2493.088142033333	-0.5891672303597297	0.0007601494185334	0.0423629220485231	0.0630659118981702	0.0943552652503223
PG255469	sp|Q05823|RN5A_HUMAN 2-5A-dependent ribonuclease OS=Homo sapiens GN=RNASEL PE=1 SV=2	741	10.12	10.12	0.0	1	11	6	0	2	2	0	7.649999999999999e-82	1	1	Q05823	RNASEL	Q05823	24029.279144	1534.9139316	2944.5774987	1271.1484052	2589.8749559	1849.5166156999999	1534.9139316	1742.9207491000002	3720.5910804	3696.0210954000004	2392.7583458	2085.12869785	1709.1170988000001	-0.28688518661595996	3269.7901738666674	0.6490616272006349	0.505712064115643	0.541619148699939	0.061288274230431	0.092425348978236
PG246056	sp|Q86XZ4|SPAS2_HUMAN Spermatogenesis-associated serine-rich protein 2 OS=Homo sapiens GN=SPATS2 PE=1 SV=1	545	6.055	6.055	0.0	2	5	2	0	1	1	0	3.69e-28	1	1	Q86XZ4|F8VS10	SPATS2	Q86XZ4	15557.1153276	1599.4356793	1461.1442165	1033.17245859	1355.7824651	1157.75888729	950.92503505	1106.26245273	1957.6612925000002	2681.8936932	2752.5662977	1362.3837048725	1071.64879169	-0.346300911473181	2464.0404278	0.8548928421723931	0.0606824781476211	0.240547733692639	0.0015136888797504	0.0096249736691232
